ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19
1318,"Galluccio, Anthony D.","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1319,"Galluccio, Anthony D.","Reeves, Kenneth E.","Simmons, Denise","King, Ethridge A.","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1320,"Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","King, Ethridge A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1321,"Davis, Henrietta","Murphy, Brian","Galluccio, Anthony D.","Decker, Marjorie C.","Horowitz, Jacob","King, Ethridge A.","Pitkin, John","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1322,"Davis, Henrietta","Murphy, Brian","Pitkin, John","Decker, Marjorie C.","King, Ethridge A.","Simmons, Denise","Sullivan, Michael A.","Reeves, Kenneth E.","Jens, Steven E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1323,"Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1324,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Reeves, Kenneth E.","Simmons, Denise","Maher, David P.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1325,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1326,"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1327,"Murphy, Brian","Simmons, Denise","Peixoto, Helder","Williamson, James M.","Dixon, Vincent Lawrence","King, Ethridge A.","Condit, James E., III","Jens, Steven E.","Iskovitz, Steve","Galluccio, Anthony D.","Hall, Robert L.","Horowitz, Jacob","Decker, Marjorie C.","Davis, Henrietta","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.","Pitkin, John","Reeves, Kenneth E."
1328,"Murphy, Brian","Davis, Henrietta","Horowitz, Jacob","Decker, Marjorie C.","Galluccio, Anthony D.","Simmons, Denise","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1329,"Reeves, Kenneth E.","Davis, Henrietta","Horowitz, Jacob","Pitkin, John","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1330,"Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1331,"Galluccio, Anthony D.","Maher, David P.","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1332,"Simmons, Denise","Davis, Henrietta","King, Ethridge A.","Horowitz, Jacob","Murphy, Brian","Pitkin, John","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1333,"King, Ethridge A.","Reeves, Kenneth E.","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1334,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Michael A.","Decker, Marjorie C.","Davis, Henrietta","Condit, James E., III","Williamson, James M.","Hall, Robert L.","Horowitz, Jacob","Iskovitz, Steve","Jens, Steven E.","King, Ethridge A.","Murphy, Brian","Peixoto, Helder","Pitkin, John","Reeves, Kenneth E.","Simmons, Denise",skipped
1335,"Sullivan, Michael A.","Galluccio, Anthony D.","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1336,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Jens, Steven E.","Murphy, Brian","Williamson, James M.","Condit, James E., III",overvote,"Hall, Robert L.","Horowitz, Jacob","Iskovitz, Steve","King, Ethridge A.","Pitkin, John","Peixoto, Helder","Simmons, Denise","Reeves, Kenneth E.",skipped,"Decker, Marjorie C."
1337,"Murphy, Brian","Pitkin, John","Davis, Henrietta","Simmons, Denise","Horowitz, Jacob","Decker, Marjorie C.","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1338,"Davis, Henrietta","Decker, Marjorie C.",skipped,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1339,"Maher, David P.","Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1340,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1341,"Galluccio, Anthony D.","Simmons, Denise","Sullivan, Michael A.","Davis, Henrietta","Maher, David P.","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1342,"Galluccio, Anthony D.","Davis, Henrietta","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1343,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1344,"Reeves, Kenneth E.","Galluccio, Anthony D.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1345,"Maher, David P.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1346,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1347,"Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1348,"Murphy, Brian","Condit, James E., III","Decker, Marjorie C.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1349,"Sullivan, Michael A.","Galluccio, Anthony D.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1350,"Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1351,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1352,"Galluccio, Anthony D.","Sullivan, Michael A.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1353,"Murphy, Brian","Decker, Marjorie C.","Condit, James E., III","King, Ethridge A.","Davis, Henrietta","Reeves, Kenneth E.","Simmons, Denise","Pitkin, John","Jens, Steven E.","Maher, David P.","Iskovitz, Steve","Horowitz, Jacob","Hall, Robert L.","Galluccio, Anthony D.","Dixon, Vincent Lawrence","Williamson, James M.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Peixoto, Helder"
1354,"Murphy, Brian","Decker, Marjorie C.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1355,"Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.","Davis, Henrietta","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1356,"Galluccio, Anthony D.","Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1357,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1358,"Davis, Henrietta","Pitkin, John","Galluccio, Anthony D.","Maher, David P.","Simmons, Denise","Hall, Robert L.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1359,"Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Hall, Robert L.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1360,"Murphy, Brian","Galluccio, Anthony D.","Pitkin, John","Davis, Henrietta","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1361,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1362,"Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1363,"Galluccio, Anthony D.","Sullivan, Michael A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1364,"Maher, David P.","Sullivan, Michael A.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1365,"Jens, Steven E.","Toomey, Timothy J., Jr.","Hall, Robert L.","Williamson, James M.","Sullivan, Michael A.","Galluccio, Anthony D.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1366,"Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1367,"Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1368,"Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1369,"Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Simmons, Denise","Pitkin, John","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1370,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1371,"Simmons, Denise","Murphy, Brian","Maher, David P.","Davis, Henrietta","Hall, Robert L.","Galluccio, Anthony D.","Decker, Marjorie C.","Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1372,"Simmons, Denise","Davis, Henrietta","Decker, Marjorie C.","Horowitz, Jacob","King, Ethridge A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1373,"Hall, Robert L.","Decker, Marjorie C.","Simmons, Denise","Davis, Henrietta","Galluccio, Anthony D.","Reeves, Kenneth E.","Horowitz, Jacob","Jens, Steven E.","King, Ethridge A.","Iskovitz, Steve","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1374,overvote,skipped,"Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1375,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1376,"Galluccio, Anthony D.","Davis, Henrietta","Maher, David P.","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1377,"Galluccio, Anthony D.","Maher, David P.","Dixon, Vincent Lawrence","Peixoto, Helder","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1378,"Simmons, Denise","Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","King, Ethridge A.","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1379,"Davis, Henrietta","Murphy, Brian","Galluccio, Anthony D.","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1380,"Maher, David P.","Galluccio, Anthony D.","Sullivan, Michael A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1381,"Reeves, Kenneth E.","Murphy, Brian","Pitkin, John","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Galluccio, Anthony D.","Sullivan, Michael A."
1382,"Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1383,"Maher, David P.","Jens, Steven E.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Peixoto, Helder","Williamson, James M.","Hall, Robert L.","Iskovitz, Steve","Condit, James E., III","Dixon, Vincent Lawrence",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1384,"Pitkin, John","Murphy, Brian","Maher, David P.","Sullivan, Michael A.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Peixoto, Helder","Horowitz, Jacob","Iskovitz, Steve","Dixon, Vincent Lawrence","Jens, Steven E.","Condit, James E., III","Williamson, James M.","Simmons, Denise","King, Ethridge A.","Hall, Robert L.","Davis, Henrietta","Reeves, Kenneth E.","Galluccio, Anthony D."
1385,"Decker, Marjorie C.","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1386,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1387,"Galluccio, Anthony D.","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1388,"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1389,"Murphy, Brian","Maher, David P.","Decker, Marjorie C.","Pitkin, John","Davis, Henrietta","Galluccio, Anthony D.","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1390,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1391,"Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1392,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1393,"Decker, Marjorie C.","Simmons, Denise","Murphy, Brian","Davis, Henrietta","Pitkin, John","Hall, Robert L.","Galluccio, Anthony D.","Maher, David P.","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1394,"Davis, Henrietta","Horowitz, Jacob","Murphy, Brian","Hall, Robert L.","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1395,"Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian","Galluccio, Anthony D.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1396,"Reeves, Kenneth E.","Decker, Marjorie C.","Simmons, Denise","Pitkin, John","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1397,"Galluccio, Anthony D.","Maher, David P.","King, Ethridge A.","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1398,"Decker, Marjorie C.","Davis, Henrietta","Pitkin, John","Simmons, Denise","Reeves, Kenneth E.","Sullivan, Michael A.","Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1399,"Decker, Marjorie C.","Pitkin, John","Davis, Henrietta","Reeves, Kenneth E.","Simmons, Denise","Murphy, Brian","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
