ballotID,rank1,rank2,rank3
1,Al Rose,Joyce McDonald,skipped
2,Joyce McDonald,skipped,skipped
3,Carolyn Merrival,Al Rose,Joyce McDonald
4,Al Rose,Carolyn Merrival,Joyce McDonald
5,Joyce McDonald,skipped,skipped
6,Al Rose,Carolyn Merrival,Joyce McDonald
7,Carolyn Merrival,Al Rose,Joyce McDonald
8,Joyce McDonald,skipped,skipped
9,skipped,skipped,skipped
10,Al Rose,Carolyn Merrival,Joyce McDonald
11,Joyce McDonald,writein,skipped
12,Joyce McDonald,skipped,skipped
13,Joyce McDonald,skipped,skipped
14,Joyce McDonald,Al Rose,Carolyn Merrival
15,Al Rose,Carolyn Merrival,Joyce McDonald
16,Joyce McDonald,skipped,skipped
17,skipped,skipped,skipped
18,Joyce McDonald,Al Rose,skipped
19,Al Rose,skipped,skipped
20,Joyce McDonald,skipped,skipped
21,Joyce McDonald,skipped,skipped
22,Carolyn Merrival,Al Rose,skipped
23,Carolyn Merrival,Joyce McDonald,Al Rose
24,Joyce McDonald,skipped,skipped
25,Joyce McDonald,Al Rose,skipped
26,Joyce McDonald,skipped,skipped
27,Al Rose,Carolyn Merrival,skipped
28,skipped,skipped,skipped
29,Carolyn Merrival,skipped,skipped
30,Joyce McDonald,skipped,skipped
31,Al Rose,skipped,skipped
32,Al Rose,Carolyn Merrival,Joyce McDonald
33,Al Rose,Carolyn Merrival,Joyce McDonald
34,Al Rose,Carolyn Merrival,Joyce McDonald
35,Joyce McDonald,Joyce McDonald,Joyce McDonald
36,Al Rose,Carolyn Merrival,skipped
37,Carolyn Merrival,Al Rose,Joyce McDonald
38,Joyce McDonald,skipped,skipped
39,Joyce McDonald,skipped,skipped
40,Joyce McDonald,skipped,skipped
41,Carolyn Merrival,skipped,skipped
42,Al Rose,Carolyn Merrival,Joyce McDonald
43,Carolyn Merrival,Joyce McDonald,skipped
44,Carolyn Merrival,Al Rose,Joyce McDonald
45,Joyce McDonald,Al Rose,Carolyn Merrival
46,Al Rose,Joyce McDonald,Carolyn Merrival
47,Al Rose,skipped,skipped
48,Carolyn Merrival,Joyce McDonald,Al Rose
49,Joyce McDonald,skipped,skipped
50,Carolyn Merrival,Al Rose,Joyce McDonald
51,Al Rose,skipped,skipped
52,Joyce McDonald,Carolyn Merrival,Al Rose
53,Joyce McDonald,Carolyn Merrival,Al Rose
54,skipped,skipped,skipped
55,Joyce McDonald,skipped,skipped
