ranks,ballotID,rank1,rank2,rank3
"['NICK JOSEFOWITZ', 'CATHERINE STEFANI', 'JOHN DENNIS']",1,NICK JOSEFOWITZ,CATHERINE STEFANI,JOHN DENNIS
"['JOHN DENNIS', 'skipped', 'skipped']",2,JOHN DENNIS,skipped,skipped
"['NICK JOSEFOWITZ', 'CATHERINE STEFANI', 'skipped']",3,NICK JOSEFOWITZ,CATHERINE STEFANI,skipped
"['NICK JOSEFOWITZ', 'skipped', 'skipped']",4,NICK JOSEFOWITZ,skipped,skipped
"['CATHERINE STEFANI', 'SCHUYLER HUDAK', 'NICK JOSEFOWITZ']",5,CATHERINE STEFANI,SCHUYLER HUDAK,NICK JOSEFOWITZ
"['CATHERINE STEFANI', 'SCHUYLER HUDAK', 'JOHN DENNIS']",6,CATHERINE STEFANI,SCHUYLER HUDAK,JOHN DENNIS
"['CATHERINE STEFANI', 'SCHUYLER HUDAK', 'NICK JOSEFOWITZ']",7,CATHERINE STEFANI,SCHUYLER HUDAK,NICK JOSEFOWITZ
"['NICK JOSEFOWITZ', 'skipped', 'skipped']",8,NICK JOSEFOWITZ,skipped,skipped
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'SCHUYLER HUDAK']",9,CATHERINE STEFANI,NICK JOSEFOWITZ,SCHUYLER HUDAK
"['CATHERINE STEFANI', 'CATHERINE STEFANI', 'CATHERINE STEFANI']",10,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'skipped']",11,CATHERINE STEFANI,NICK JOSEFOWITZ,skipped
"['CATHERINE STEFANI', 'CATHERINE STEFANI', 'CATHERINE STEFANI']",12,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI
"['CATHERINE STEFANI', 'JOHN DENNIS', 'SCHUYLER HUDAK']",13,CATHERINE STEFANI,JOHN DENNIS,SCHUYLER HUDAK
"['CATHERINE STEFANI', 'skipped', 'skipped']",14,CATHERINE STEFANI,skipped,skipped
"['skipped', 'skipped', 'skipped']",15,skipped,skipped,skipped
"['NICK JOSEFOWITZ', 'CATHERINE STEFANI', 'SCHUYLER HUDAK']",16,NICK JOSEFOWITZ,CATHERINE STEFANI,SCHUYLER HUDAK
"['SCHUYLER HUDAK', 'CATHERINE STEFANI', 'NICK JOSEFOWITZ']",17,SCHUYLER HUDAK,CATHERINE STEFANI,NICK JOSEFOWITZ
"['SCHUYLER HUDAK', 'NICK JOSEFOWITZ', 'skipped']",18,SCHUYLER HUDAK,NICK JOSEFOWITZ,skipped
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'SCHUYLER HUDAK']",19,CATHERINE STEFANI,NICK JOSEFOWITZ,SCHUYLER HUDAK
"['JOHN DENNIS', 'JOHN DENNIS', 'JOHN DENNIS']",20,JOHN DENNIS,JOHN DENNIS,JOHN DENNIS
"['NICK JOSEFOWITZ', 'NICK JOSEFOWITZ', 'NICK JOSEFOWITZ']",21,NICK JOSEFOWITZ,NICK JOSEFOWITZ,NICK JOSEFOWITZ
"['skipped', 'skipped', 'skipped']",22,skipped,skipped,skipped
"['CATHERINE STEFANI', 'JOHN DENNIS', 'skipped']",23,CATHERINE STEFANI,JOHN DENNIS,skipped
"['skipped', 'skipped', 'skipped']",24,skipped,skipped,skipped
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'SCHUYLER HUDAK']",25,CATHERINE STEFANI,NICK JOSEFOWITZ,SCHUYLER HUDAK
"['CATHERINE STEFANI', 'SCHUYLER HUDAK', 'JOHN DENNIS']",26,CATHERINE STEFANI,SCHUYLER HUDAK,JOHN DENNIS
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'SCHUYLER HUDAK']",27,CATHERINE STEFANI,NICK JOSEFOWITZ,SCHUYLER HUDAK
"['NICK JOSEFOWITZ', 'CATHERINE STEFANI', 'SCHUYLER HUDAK']",28,NICK JOSEFOWITZ,CATHERINE STEFANI,SCHUYLER HUDAK
"['NICK JOSEFOWITZ', 'SCHUYLER HUDAK', 'CATHERINE STEFANI']",29,NICK JOSEFOWITZ,SCHUYLER HUDAK,CATHERINE STEFANI
"['SCHUYLER HUDAK', 'JOHN DENNIS', 'skipped']",30,SCHUYLER HUDAK,JOHN DENNIS,skipped
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'JOHN DENNIS']",31,CATHERINE STEFANI,NICK JOSEFOWITZ,JOHN DENNIS
"['JOHN DENNIS', 'CATHERINE STEFANI', 'NICK JOSEFOWITZ']",32,JOHN DENNIS,CATHERINE STEFANI,NICK JOSEFOWITZ
"['JOHN DENNIS', 'JOHN DENNIS', 'JOHN DENNIS']",33,JOHN DENNIS,JOHN DENNIS,JOHN DENNIS
"['CATHERINE STEFANI', 'CATHERINE STEFANI', 'CATHERINE STEFANI']",34,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'SCHUYLER HUDAK']",35,CATHERINE STEFANI,NICK JOSEFOWITZ,SCHUYLER HUDAK
"['CATHERINE STEFANI', 'skipped', 'skipped']",36,CATHERINE STEFANI,skipped,skipped
"['JOHN DENNIS', 'skipped', 'skipped']",37,JOHN DENNIS,skipped,skipped
"['NICK JOSEFOWITZ', 'NICK JOSEFOWITZ', 'NICK JOSEFOWITZ']",38,NICK JOSEFOWITZ,NICK JOSEFOWITZ,NICK JOSEFOWITZ
"['JOHN DENNIS', 'CATHERINE STEFANI', 'skipped']",39,JOHN DENNIS,CATHERINE STEFANI,skipped
"['CATHERINE STEFANI', 'CATHERINE STEFANI', 'CATHERINE STEFANI']",40,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'SCHUYLER HUDAK']",41,CATHERINE STEFANI,NICK JOSEFOWITZ,SCHUYLER HUDAK
"['CATHERINE STEFANI', 'SCHUYLER HUDAK', 'NICK JOSEFOWITZ']",42,CATHERINE STEFANI,SCHUYLER HUDAK,NICK JOSEFOWITZ
"['CATHERINE STEFANI', 'skipped', 'skipped']",43,CATHERINE STEFANI,skipped,skipped
"['JOHN DENNIS', 'JOHN DENNIS', 'JOHN DENNIS']",44,JOHN DENNIS,JOHN DENNIS,JOHN DENNIS
"['JOHN DENNIS', 'skipped', 'skipped']",45,JOHN DENNIS,skipped,skipped
"['NICK JOSEFOWITZ', 'SCHUYLER HUDAK', 'CATHERINE STEFANI']",46,NICK JOSEFOWITZ,SCHUYLER HUDAK,CATHERINE STEFANI
"['SCHUYLER HUDAK', 'NICK JOSEFOWITZ', 'skipped']",47,SCHUYLER HUDAK,NICK JOSEFOWITZ,skipped
"['NICK JOSEFOWITZ', 'skipped', 'skipped']",48,NICK JOSEFOWITZ,skipped,skipped
"['CATHERINE STEFANI', 'SCHUYLER HUDAK', 'NICK JOSEFOWITZ']",49,CATHERINE STEFANI,SCHUYLER HUDAK,NICK JOSEFOWITZ
"['NICK JOSEFOWITZ', 'CATHERINE STEFANI', 'SCHUYLER HUDAK']",50,NICK JOSEFOWITZ,CATHERINE STEFANI,SCHUYLER HUDAK
"['SCHUYLER HUDAK', 'CATHERINE STEFANI', 'skipped']",51,SCHUYLER HUDAK,CATHERINE STEFANI,skipped
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'skipped']",52,CATHERINE STEFANI,NICK JOSEFOWITZ,skipped
"['CATHERINE STEFANI', 'JOHN DENNIS', 'SCHUYLER HUDAK']",53,CATHERINE STEFANI,JOHN DENNIS,SCHUYLER HUDAK
"['CATHERINE STEFANI', 'skipped', 'skipped']",54,CATHERINE STEFANI,skipped,skipped
"['JOHN DENNIS', 'NICK JOSEFOWITZ', 'CATHERINE STEFANI']",55,JOHN DENNIS,NICK JOSEFOWITZ,CATHERINE STEFANI
"['NICK JOSEFOWITZ', 'NICK JOSEFOWITZ', 'NICK JOSEFOWITZ']",56,NICK JOSEFOWITZ,NICK JOSEFOWITZ,NICK JOSEFOWITZ
"['CATHERINE STEFANI', 'JOHN DENNIS', 'SCHUYLER HUDAK']",57,CATHERINE STEFANI,JOHN DENNIS,SCHUYLER HUDAK
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'JOHN DENNIS']",58,CATHERINE STEFANI,NICK JOSEFOWITZ,JOHN DENNIS
"['JOHN DENNIS', 'CATHERINE STEFANI', 'skipped']",59,JOHN DENNIS,CATHERINE STEFANI,skipped
"['JOHN DENNIS', 'skipped', 'skipped']",60,JOHN DENNIS,skipped,skipped
"['SCHUYLER HUDAK', 'NICK JOSEFOWITZ', 'CATHERINE STEFANI']",61,SCHUYLER HUDAK,NICK JOSEFOWITZ,CATHERINE STEFANI
"['NICK JOSEFOWITZ', 'JOHN DENNIS', 'SCHUYLER HUDAK']",62,NICK JOSEFOWITZ,JOHN DENNIS,SCHUYLER HUDAK
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'skipped']",63,CATHERINE STEFANI,NICK JOSEFOWITZ,skipped
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'skipped']",64,CATHERINE STEFANI,NICK JOSEFOWITZ,skipped
"['CATHERINE STEFANI', 'SCHUYLER HUDAK', 'skipped']",65,CATHERINE STEFANI,SCHUYLER HUDAK,skipped
"['NICK JOSEFOWITZ', 'SCHUYLER HUDAK', 'CATHERINE STEFANI']",66,NICK JOSEFOWITZ,SCHUYLER HUDAK,CATHERINE STEFANI
"['skipped', 'skipped', 'skipped']",67,skipped,skipped,skipped
"['CATHERINE STEFANI', 'JOHN DENNIS', 'skipped']",68,CATHERINE STEFANI,JOHN DENNIS,skipped
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'JOHN DENNIS']",69,CATHERINE STEFANI,NICK JOSEFOWITZ,JOHN DENNIS
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'skipped']",70,CATHERINE STEFANI,NICK JOSEFOWITZ,skipped
"['CATHERINE STEFANI', 'SCHUYLER HUDAK', 'NICK JOSEFOWITZ']",71,CATHERINE STEFANI,SCHUYLER HUDAK,NICK JOSEFOWITZ
"['CATHERINE STEFANI', 'JOHN DENNIS', 'SCHUYLER HUDAK']",72,CATHERINE STEFANI,JOHN DENNIS,SCHUYLER HUDAK
"['NICK JOSEFOWITZ', 'CATHERINE STEFANI', 'SCHUYLER HUDAK']",73,NICK JOSEFOWITZ,CATHERINE STEFANI,SCHUYLER HUDAK
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'SCHUYLER HUDAK']",74,CATHERINE STEFANI,NICK JOSEFOWITZ,SCHUYLER HUDAK
"['NICK JOSEFOWITZ', 'NICK JOSEFOWITZ', 'NICK JOSEFOWITZ']",75,NICK JOSEFOWITZ,NICK JOSEFOWITZ,NICK JOSEFOWITZ
"['SCHUYLER HUDAK', 'CATHERINE STEFANI', 'NICK JOSEFOWITZ']",76,SCHUYLER HUDAK,CATHERINE STEFANI,NICK JOSEFOWITZ
"['CATHERINE STEFANI', 'skipped', 'skipped']",77,CATHERINE STEFANI,skipped,skipped
"['skipped', 'skipped', 'skipped']",78,skipped,skipped,skipped
"['CATHERINE STEFANI', 'skipped', 'skipped']",79,CATHERINE STEFANI,skipped,skipped
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'skipped']",80,CATHERINE STEFANI,NICK JOSEFOWITZ,skipped
"['CATHERINE STEFANI', 'NICK JOSEFOWITZ', 'SCHUYLER HUDAK']",81,CATHERINE STEFANI,NICK JOSEFOWITZ,SCHUYLER HUDAK
"['skipped', 'skipped', 'skipped']",82,skipped,skipped,skipped
"['JOHN DENNIS', 'SCHUYLER HUDAK', 'skipped']",83,JOHN DENNIS,SCHUYLER HUDAK,skipped
"['CATHERINE STEFANI', 'skipped', 'skipped']",84,CATHERINE STEFANI,skipped,skipped
"['NICK JOSEFOWITZ', 'NICK JOSEFOWITZ', 'NICK JOSEFOWITZ']",85,NICK JOSEFOWITZ,NICK JOSEFOWITZ,NICK JOSEFOWITZ
