ballotID,rank1,rank2,rank3,rank4
4309,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
4310,Sarah A. Lucido,skipped,skipped,skipped
4311,Harvey Curley,Sarah A. Lucido,skipped,skipped
4312,Harvey Curley,Sarah A. Lucido,skipped,skipped
4313,Harvey Curley,skipped,skipped,skipped
4314,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
4315,Sarah A. Lucido,skipped,skipped,skipped
4316,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4317,Sarah A. Lucido,Harvey Curley,skipped,skipped
4318,Harvey Curley,Sarah A. Lucido,skipped,skipped
4319,Harvey Curley,skipped,skipped,skipped
4320,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4321,Harvey Curley,skipped,skipped,skipped
4322,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,skipped
4323,Harvey Curley,Sarah A. Lucido,skipped,skipped
4324,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4325,Harvey Curley,skipped,skipped,skipped
4326,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4327,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4328,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4329,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
4330,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
4331,Sarah A. Lucido,skipped,skipped,skipped
4332,Sarah A. Lucido,skipped,skipped,skipped
4333,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4334,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4335,Harvey Curley,Sarah A. Lucido,skipped,skipped
4336,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4337,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4338,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4339,Sarah A. Lucido,skipped,skipped,skipped
4340,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4341,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4342,Sarah A. Lucido,skipped,skipped,skipped
4343,skipped,skipped,skipped,skipped
4344,Harvey Curley,Sarah A. Lucido,skipped,skipped
4345,Harvey Curley,Larry Edwards,skipped,skipped
4346,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
4347,Harvey Curley,Sarah A. Lucido,skipped,skipped
4348,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4349,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4350,skipped,skipped,skipped,skipped
4351,Sarah A. Lucido,skipped,skipped,skipped
4352,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
4353,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4354,Sarah A. Lucido,skipped,skipped,skipped
4355,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
4356,Harvey Curley,Harvey Curley,Sarah A. Lucido,skipped
4357,Harvey Curley,skipped,skipped,skipped
4358,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
4359,Harvey Curley,Sarah A. Lucido,skipped,skipped
4360,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4361,Sarah A. Lucido,Harvey Curley,skipped,skipped
4362,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Sarah A. Lucido
4363,Sarah A. Lucido,skipped,skipped,skipped
4364,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4365,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4366,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4367,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
4368,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
4369,Larry Edwards,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido
4370,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4371,Mary Hall-Rayford,skipped,skipped,skipped
4372,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4373,Sarah A. Lucido,Harvey Curley,skipped,skipped
4374,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4375,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4376,Mary Hall-Rayford,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4377,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4378,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4379,Harvey Curley,Sarah A. Lucido,skipped,skipped
4380,Sarah A. Lucido,Harvey Curley,Larry Edwards,skipped
4381,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4382,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
4383,Harvey Curley,Sarah A. Lucido,skipped,skipped
4384,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4385,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4386,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4387,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
4388,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Mary Hall-Rayford
4389,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
4390,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4391,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,skipped
4392,Sarah A. Lucido,Harvey Curley,Larry Edwards,skipped
4393,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4394,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
4395,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,skipped
4396,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
4397,Harvey Curley,Sarah A. Lucido,skipped,skipped
4398,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4399,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
4400,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4401,Sarah A. Lucido,skipped,skipped,skipped
4402,Harvey Curley,Larry Edwards,skipped,skipped
4403,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
4404,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4405,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4406,Harvey Curley,skipped,skipped,skipped
4407,Sarah A. Lucido,Harvey Curley,writein,Mary Hall-Rayford
4408,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4409,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4410,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4411,Sarah A. Lucido,Harvey Curley,skipped,skipped
4412,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
4413,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4414,Harvey Curley,skipped,skipped,skipped
4415,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4416,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,writein
4417,Sarah A. Lucido,Harvey Curley,skipped,skipped
4418,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4419,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4420,Harvey Curley,skipped,skipped,skipped
4421,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4422,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4423,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4424,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
4425,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
4426,Harvey Curley,Sarah A. Lucido,skipped,skipped
4427,Harvey Curley,Mary Hall-Rayford,skipped,skipped
4428,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4429,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4430,Harvey Curley,Larry Edwards,skipped,skipped
4431,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,skipped
4432,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4433,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
4434,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4435,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4436,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4437,Harvey Curley,Harvey Curley,Sarah A. Lucido,Larry Edwards
4438,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4439,Harvey Curley,Sarah A. Lucido,skipped,skipped
4440,Harvey Curley,skipped,skipped,skipped
4441,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,skipped
4442,Harvey Curley,Sarah A. Lucido,skipped,skipped
4443,Sarah A. Lucido,Harvey Curley,skipped,skipped
4444,skipped,skipped,skipped,skipped
4445,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
4446,Harvey Curley,Sarah A. Lucido,skipped,skipped
4447,Harvey Curley,Larry Edwards,skipped,skipped
4448,Harvey Curley,Sarah A. Lucido,skipped,skipped
4449,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
4450,Sarah A. Lucido,Harvey Curley,skipped,skipped
4451,Harvey Curley,skipped,Sarah A. Lucido,skipped
4452,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
4453,Mary Hall-Rayford,Harvey Curley,skipped,skipped
4454,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4455,Harvey Curley,Sarah A. Lucido,skipped,skipped
4456,Sarah A. Lucido,Harvey Curley,Larry Edwards,skipped
4457,Sarah A. Lucido,Mary Hall-Rayford,Sarah A. Lucido,Sarah A. Lucido
4458,Harvey Curley,skipped,skipped,skipped
4459,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
4460,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
4461,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
4462,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4463,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4464,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4465,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4466,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4467,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
4468,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4469,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4470,Harvey Curley,skipped,skipped,skipped
4471,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
4472,Harvey Curley,skipped,skipped,skipped
4473,Harvey Curley,Sarah A. Lucido,skipped,skipped
4474,Harvey Curley,skipped,skipped,skipped
4475,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4476,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
4477,Mary Hall-Rayford,skipped,skipped,skipped
4478,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
4479,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4480,Sarah A. Lucido,Harvey Curley,skipped,skipped
4481,Sarah A. Lucido,Harvey Curley,skipped,skipped
4482,writein,Sarah A. Lucido,Harvey Curley,Larry Edwards
4483,Harvey Curley,overvote,Larry Edwards,Mary Hall-Rayford
4484,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4485,Sarah A. Lucido,skipped,skipped,skipped
4486,Harvey Curley,Sarah A. Lucido,skipped,skipped
4487,Harvey Curley,Sarah A. Lucido,skipped,skipped
4488,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4489,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4490,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4491,Harvey Curley,skipped,skipped,skipped
4492,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
4493,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
4494,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4495,Harvey Curley,Sarah A. Lucido,skipped,skipped
4496,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
4497,Harvey Curley,Sarah A. Lucido,skipped,skipped
4498,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4499,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4500,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
4501,Sarah A. Lucido,Harvey Curley,skipped,skipped
4502,Harvey Curley,Larry Edwards,skipped,skipped
4503,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4504,Harvey Curley,Sarah A. Lucido,skipped,skipped
4505,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4506,Harvey Curley,Sarah A. Lucido,skipped,skipped
4507,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4508,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4509,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4510,Harvey Curley,Sarah A. Lucido,skipped,skipped
4511,skipped,skipped,skipped,skipped
4512,Harvey Curley,Sarah A. Lucido,skipped,skipped
4513,Harvey Curley,Sarah A. Lucido,skipped,skipped
4514,Harvey Curley,Sarah A. Lucido,skipped,skipped
4515,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,skipped
4516,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4517,Harvey Curley,skipped,skipped,skipped
4518,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
4519,Harvey Curley,Sarah A. Lucido,skipped,skipped
4520,Harvey Curley,Sarah A. Lucido,Sarah A. Lucido,Larry Edwards
4521,Sarah A. Lucido,skipped,skipped,skipped
4522,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
4523,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4524,Harvey Curley,Sarah A. Lucido,skipped,skipped
4525,Harvey Curley,Sarah A. Lucido,skipped,skipped
4526,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
4527,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
4528,Sarah A. Lucido,skipped,skipped,skipped
4529,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4530,Harvey Curley,Sarah A. Lucido,skipped,skipped
4531,Harvey Curley,Sarah A. Lucido,skipped,skipped
4532,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4533,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,skipped
4534,Harvey Curley,skipped,skipped,skipped
4535,Harvey Curley,Sarah A. Lucido,skipped,skipped
4536,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4537,Harvey Curley,Sarah A. Lucido,skipped,skipped
4538,Sarah A. Lucido,Harvey Curley,skipped,skipped
4539,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4540,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4541,Harvey Curley,Larry Edwards,skipped,skipped
4542,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4543,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4544,Harvey Curley,Sarah A. Lucido,skipped,skipped
4545,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4546,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4547,skipped,skipped,skipped,skipped
4548,Harvey Curley,skipped,skipped,skipped
4549,Sarah A. Lucido,Harvey Curley,skipped,skipped
4550,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4551,Sarah A. Lucido,writein,Harvey Curley,Mary Hall-Rayford
4552,Harvey Curley,skipped,skipped,skipped
4553,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4554,skipped,skipped,skipped,skipped
4555,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
4556,Sarah A. Lucido,skipped,skipped,skipped
4557,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4558,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4559,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
4560,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4561,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4562,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
4563,Harvey Curley,Sarah A. Lucido,skipped,skipped
4564,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4565,Sarah A. Lucido,skipped,skipped,skipped
4566,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
4567,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4568,skipped,skipped,skipped,skipped
4569,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4570,Harvey Curley,Sarah A. Lucido,skipped,skipped
4571,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4572,Harvey Curley,Sarah A. Lucido,skipped,skipped
4573,Harvey Curley,Sarah A. Lucido,skipped,skipped
4574,Larry Edwards,skipped,skipped,skipped
4575,Sarah A. Lucido,Harvey Curley,skipped,skipped
4576,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
4577,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
4578,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
4579,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
4580,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4581,Sarah A. Lucido,skipped,skipped,skipped
4582,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4583,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4584,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
4585,Larry Edwards,skipped,skipped,skipped
4586,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4587,Harvey Curley,skipped,skipped,skipped
4588,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
4589,Harvey Curley,Sarah A. Lucido,skipped,skipped
4590,Harvey Curley,skipped,skipped,skipped
4591,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,skipped
4592,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4593,Sarah A. Lucido,Sarah A. Lucido,Larry Edwards,Harvey Curley
4594,Sarah A. Lucido,Harvey Curley,skipped,skipped
4595,Sarah A. Lucido,skipped,skipped,skipped
4596,Harvey Curley,Sarah A. Lucido,skipped,skipped
4597,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4598,Sarah A. Lucido,skipped,skipped,skipped
4599,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
4600,Sarah A. Lucido,skipped,skipped,skipped
4601,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
4602,Harvey Curley,Sarah A. Lucido,skipped,skipped
4603,Harvey Curley,Sarah A. Lucido,skipped,skipped
4604,Harvey Curley,Sarah A. Lucido,skipped,skipped
4605,Larry Edwards,Mary Hall-Rayford,skipped,skipped
4606,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4607,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
4608,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4609,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4610,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4611,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
4612,Sarah A. Lucido,Harvey Curley,skipped,skipped
4613,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
4614,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4615,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4616,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
4617,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,skipped
4618,Sarah A. Lucido,Harvey Curley,Larry Edwards,skipped
4619,Harvey Curley,skipped,skipped,skipped
4620,Mary Hall-Rayford,Larry Edwards,skipped,skipped
4621,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4622,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4623,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
4624,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
4625,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4626,Sarah A. Lucido,skipped,skipped,skipped
4627,skipped,skipped,skipped,skipped
4628,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
4629,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4630,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4631,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
4632,Harvey Curley,skipped,skipped,skipped
4633,Harvey Curley,Sarah A. Lucido,skipped,skipped
4634,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4635,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4636,Harvey Curley,Sarah A. Lucido,skipped,skipped
4637,Harvey Curley,Sarah A. Lucido,skipped,skipped
4638,Sarah A. Lucido,Harvey Curley,skipped,skipped
4639,Sarah A. Lucido,writein,writein,writein
4640,Sarah A. Lucido,Harvey Curley,skipped,skipped
4641,Larry Edwards,Sarah A. Lucido,skipped,skipped
4642,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
4643,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4644,Sarah A. Lucido,Sarah A. Lucido,Harvey Curley,Larry Edwards
4645,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4646,Mary Hall-Rayford,skipped,skipped,skipped
4647,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
4648,Harvey Curley,overvote,Sarah A. Lucido,Mary Hall-Rayford
4649,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4650,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
4651,Harvey Curley,Sarah A. Lucido,skipped,skipped
4652,skipped,Harvey Curley,skipped,skipped
4653,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4654,Harvey Curley,Larry Edwards,Harvey Curley,Harvey Curley
4655,Sarah A. Lucido,Larry Edwards,skipped,skipped
4656,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,skipped
4657,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
4658,writein,Larry Edwards,Sarah A. Lucido,Harvey Curley
4659,Larry Edwards,skipped,skipped,skipped
4660,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
4661,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4662,Sarah A. Lucido,Harvey Curley,skipped,skipped
4663,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
4664,overvote,Larry Edwards,Sarah A. Lucido,Harvey Curley
4665,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
4666,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4667,Harvey Curley,skipped,skipped,skipped
4668,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,skipped
4669,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
4670,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4671,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4672,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
4673,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
4674,Sarah A. Lucido,skipped,skipped,skipped
4675,Sarah A. Lucido,Harvey Curley,skipped,skipped
4676,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
4677,Harvey Curley,Sarah A. Lucido,skipped,skipped
4678,Sarah A. Lucido,Harvey Curley,skipped,skipped
4679,skipped,skipped,skipped,skipped
4680,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4681,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
4682,Mary Hall-Rayford,skipped,skipped,skipped
4683,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
4684,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4685,skipped,skipped,skipped,skipped
4686,Sarah A. Lucido,skipped,skipped,skipped
4687,Sarah A. Lucido,Larry Edwards,skipped,skipped
4688,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4689,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4690,Harvey Curley,Sarah A. Lucido,skipped,skipped
4691,Harvey Curley,skipped,skipped,skipped
4692,Sarah A. Lucido,overvote,Harvey Curley,Mary Hall-Rayford
4693,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
4694,Sarah A. Lucido,skipped,skipped,skipped
4695,skipped,skipped,skipped,skipped
4696,Sarah A. Lucido,Harvey Curley,skipped,skipped
4697,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
4698,Sarah A. Lucido,skipped,skipped,skipped
4699,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
4700,Sarah A. Lucido,writein,Harvey Curley,Mary Hall-Rayford
4701,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
4702,Harvey Curley,Larry Edwards,skipped,skipped
4703,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
4704,Harvey Curley,skipped,skipped,skipped
4705,Harvey Curley,skipped,skipped,skipped
