ranks,ballotID,rank1,rank2,rank3
"['Kevin Reich', 'Jillia Pessenda', 'skipped']",1,Kevin Reich,Jillia Pessenda,skipped
"['John Hayden', 'Jillia Pessenda', 'Kevin Reich']",2,John Hayden,Jillia Pessenda,Kevin Reich
"['Kevin Reich', 'skipped', 'skipped']",3,Kevin Reich,skipped,skipped
"['Kevin Reich', 'skipped', 'skipped']",4,Kevin Reich,skipped,skipped
"['Kevin Reich', 'Jillia Pessenda', 'John Hayden']",5,Kevin Reich,Jillia Pessenda,John Hayden
"['John Hayden', 'Jillia Pessenda', 'Kevin Reich']",6,John Hayden,Jillia Pessenda,Kevin Reich
"['Jillia Pessenda', 'Kevin Reich', 'writein']",7,Jillia Pessenda,Kevin Reich,writein
"['Jillia Pessenda', 'skipped', 'skipped']",8,Jillia Pessenda,skipped,skipped
"['Kevin Reich', 'Jillia Pessenda', 'John Hayden']",9,Kevin Reich,Jillia Pessenda,John Hayden
"['Kevin Reich', 'Jillia Pessenda', 'skipped']",10,Kevin Reich,Jillia Pessenda,skipped
"['Jillia Pessenda', 'Kevin Reich', 'skipped']",11,Jillia Pessenda,Kevin Reich,skipped
"['Kevin Reich', 'Jillia Pessenda', 'skipped']",12,Kevin Reich,Jillia Pessenda,skipped
"['Kevin Reich', 'skipped', 'skipped']",13,Kevin Reich,skipped,skipped
"['Kevin Reich', 'skipped', 'skipped']",14,Kevin Reich,skipped,skipped
"['John Hayden', 'Kevin Reich', 'Jillia Pessenda']",15,John Hayden,Kevin Reich,Jillia Pessenda
"['Jillia Pessenda', 'Kevin Reich', 'John Hayden']",16,Jillia Pessenda,Kevin Reich,John Hayden
"['Jillia Pessenda', 'Kevin Reich', 'skipped']",17,Jillia Pessenda,Kevin Reich,skipped
"['Jillia Pessenda', 'Kevin Reich', 'skipped']",18,Jillia Pessenda,Kevin Reich,skipped
"['Kevin Reich', 'skipped', 'skipped']",19,Kevin Reich,skipped,skipped
"['Jillia Pessenda', 'Kevin Reich', 'John Hayden']",20,Jillia Pessenda,Kevin Reich,John Hayden
"['John Hayden', 'Jillia Pessenda', 'Kevin Reich']",21,John Hayden,Jillia Pessenda,Kevin Reich
"['Jillia Pessenda', 'John Hayden', 'Kevin Reich']",22,Jillia Pessenda,John Hayden,Kevin Reich
