ranks,ballotID,rank1,rank2,rank3
"['MATT PERRY', 'skipped', 'skipped']",1,MATT PERRY,skipped,skipped
"['MATT PERRY', 'LINEA PALMISANO', 'MISSY DURANT']",2,MATT PERRY,LINEA PALMISANO,MISSY DURANT
"['LINEA PALMISANO', 'MISSY DURANT', 'skipped']",3,LINEA PALMISANO,MISSY DURANT,skipped
"['LINEA PALMISANO', 'MATT PERRY', 'skipped']",4,LINEA PALMISANO,MATT PERRY,skipped
"['LINEA PALMISANO', 'MISSY DURANT', 'skipped']",5,LINEA PALMISANO,MISSY DURANT,skipped
"['MATT PERRY', 'skipped', 'skipped']",6,MATT PERRY,skipped,skipped
"['LINEA PALMISANO', 'MISSY DURANT', 'MATT PERRY']",7,LINEA PALMISANO,MISSY DURANT,MATT PERRY
"['MATT PERRY', 'MISSY DURANT', 'LINEA PALMISANO']",8,MATT PERRY,MISSY DURANT,LINEA PALMISANO
"['MATT PERRY', 'LINEA PALMISANO', 'MISSY DURANT']",9,MATT PERRY,LINEA PALMISANO,MISSY DURANT
"['BOB REUER', 'MATT PERRY', 'LINEA PALMISANO']",10,BOB REUER,MATT PERRY,LINEA PALMISANO
"['MATT PERRY', 'LINEA PALMISANO', 'MISSY DURANT']",11,MATT PERRY,LINEA PALMISANO,MISSY DURANT
"['MATT PERRY', 'LINEA PALMISANO', 'skipped']",12,MATT PERRY,LINEA PALMISANO,skipped
"['LINEA PALMISANO', 'MISSY DURANT', 'MATT PERRY']",13,LINEA PALMISANO,MISSY DURANT,MATT PERRY
"['LINEA PALMISANO', 'skipped', 'skipped']",14,LINEA PALMISANO,skipped,skipped
"['BOB REUER', 'skipped', 'skipped']",15,BOB REUER,skipped,skipped
"['LINEA PALMISANO', 'MISSY DURANT', 'MATT PERRY']",16,LINEA PALMISANO,MISSY DURANT,MATT PERRY
"['MATT PERRY', 'MISSY DURANT', 'BOB REUER']",17,MATT PERRY,MISSY DURANT,BOB REUER
"['LINEA PALMISANO', 'MATT PERRY', 'MISSY DURANT']",18,LINEA PALMISANO,MATT PERRY,MISSY DURANT
"['LINEA PALMISANO', 'MATT PERRY', 'skipped']",19,LINEA PALMISANO,MATT PERRY,skipped
"['MATT PERRY', 'BOB REUER', 'MISSY DURANT']",20,MATT PERRY,BOB REUER,MISSY DURANT
"['LINEA PALMISANO', 'MATT PERRY', 'skipped']",21,LINEA PALMISANO,MATT PERRY,skipped
"['LINEA PALMISANO', 'BOB REUER', 'DAVID REGAN']",22,LINEA PALMISANO,BOB REUER,DAVID REGAN
"['MATT PERRY', 'skipped', 'skipped']",23,MATT PERRY,skipped,skipped
"['MATT PERRY', 'LINEA PALMISANO', 'MISSY DURANT']",24,MATT PERRY,LINEA PALMISANO,MISSY DURANT
"['MISSY DURANT', 'MATT PERRY', 'LINEA PALMISANO']",25,MISSY DURANT,MATT PERRY,LINEA PALMISANO
"['LINEA PALMISANO', 'MISSY DURANT', 'MATT PERRY']",26,LINEA PALMISANO,MISSY DURANT,MATT PERRY
"['LINEA PALMISANO', 'MATT PERRY', 'MISSY DURANT']",27,LINEA PALMISANO,MATT PERRY,MISSY DURANT
"['MISSY DURANT', 'MATT PERRY', 'LINEA PALMISANO']",28,MISSY DURANT,MATT PERRY,LINEA PALMISANO
"['LINEA PALMISANO', 'MATT PERRY', 'MISSY DURANT']",29,LINEA PALMISANO,MATT PERRY,MISSY DURANT
"['MISSY DURANT', 'skipped', 'skipped']",30,MISSY DURANT,skipped,skipped
"['MISSY DURANT', 'LINEA PALMISANO', 'skipped']",31,MISSY DURANT,LINEA PALMISANO,skipped
"['LINEA PALMISANO', 'BOB REUER', 'DAVID REGAN']",32,LINEA PALMISANO,BOB REUER,DAVID REGAN
"['MATT PERRY', 'LINEA PALMISANO', 'skipped']",33,MATT PERRY,LINEA PALMISANO,skipped
"['MATT PERRY', 'skipped', 'skipped']",34,MATT PERRY,skipped,skipped
"['MATT PERRY', 'LINEA PALMISANO', 'skipped']",35,MATT PERRY,LINEA PALMISANO,skipped
"['LINEA PALMISANO', 'skipped', 'skipped']",36,LINEA PALMISANO,skipped,skipped
"['BOB REUER', 'MATT PERRY', 'skipped']",37,BOB REUER,MATT PERRY,skipped
"['LINEA PALMISANO', 'MATT PERRY', 'skipped']",38,LINEA PALMISANO,MATT PERRY,skipped
"['MATT PERRY', 'writein', 'writein']",39,MATT PERRY,writein,writein
"['MATT PERRY', 'LINEA PALMISANO', 'skipped']",40,MATT PERRY,LINEA PALMISANO,skipped
"['MATT PERRY', 'LINEA PALMISANO', 'MISSY DURANT']",41,MATT PERRY,LINEA PALMISANO,MISSY DURANT
