ballotID,rank1,rank2,rank3
1,TOM BATES,KRISS WORTHINGTON,JACQUELYN MCCORMICK
2,TOM BATES,KRISS WORTHINGTON,skipped
3,TOM BATES,TOM BATES,TOM BATES
4,TOM BATES,ZACHARY RUNNINGWOLF,TOM BATES
5,TOM BATES,TOM BATES,TOM BATES
6,KRISS WORTHINGTON,JACQUELYN MCCORMICK,skipped
7,JACQUELYN MCCORMICK,BERNT RAINER WAHL,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
8,KRISS WORTHINGTON,TOM BATES,ZACHARY RUNNINGWOLF
9,TOM BATES,JACQUELYN MCCORMICK,KRISS WORTHINGTON
10,TOM BATES,JACQUELYN MCCORMICK,KRISS WORTHINGTON
11,TOM BATES,BERNT RAINER WAHL,KRISS WORTHINGTON
12,KRISS WORTHINGTON,BERNT RAINER WAHL,JACQUELYN MCCORMICK
13,TOM BATES,skipped,skipped
14,KRISS WORTHINGTON,JACQUELYN MCCORMICK,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
15,TOM BATES,skipped,skipped
16,JACQUELYN MCCORMICK,KRISS WORTHINGTON,TOM BATES
17,ZACHARY RUNNINGWOLF,JACQUELYN MCCORMICK,ZACHARY RUNNINGWOLF
18,TOM BATES,KRISS WORTHINGTON,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
19,TOM BATES,TOM BATES,TOM BATES
20,TOM BATES,KRISS WORTHINGTON,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
21,JACQUELYN MCCORMICK,KRISS WORTHINGTON,skipped
22,JACQUELYN MCCORMICK,BERNT RAINER WAHL,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
23,TOM BATES,KRISS WORTHINGTON,TOM BATES
24,JACQUELYN MCCORMICK,BERNT RAINER WAHL,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
25,TOM BATES,skipped,skipped
26,TOM BATES,JACQUELYN MCCORMICK,KRISS WORTHINGTON
27,TOM BATES,TOM BATES,TOM BATES
28,JACQUELYN MCCORMICK,KRISS WORTHINGTON,TOM BATES
29,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON
30,KRISS WORTHINGTON,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI,ZACHARY RUNNINGWOLF
31,KRISS WORTHINGTON,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI,ZACHARY RUNNINGWOLF
32,JACQUELYN MCCORMICK,JACQUELYN MCCORMICK,JACQUELYN MCCORMICK
33,TOM BATES,skipped,skipped
34,ZACHARY RUNNINGWOLF,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI,BERNT RAINER WAHL
35,TOM BATES,skipped,skipped
36,KRISS WORTHINGTON,TOM BATES,skipped
37,TOM BATES,TOM BATES,TOM BATES
38,TOM BATES,KRISS WORTHINGTON,BERNT RAINER WAHL
39,KRISS WORTHINGTON,TOM BATES,JACQUELYN MCCORMICK
40,TOM BATES,KRISS WORTHINGTON,JACQUELYN MCCORMICK
41,TOM BATES,skipped,skipped
42,TOM BATES,skipped,skipped
43,TOM BATES,KRISS WORTHINGTON,skipped
44,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI,KRISS WORTHINGTON,JACQUELYN MCCORMICK
45,TOM BATES,skipped,skipped
46,JACQUELYN MCCORMICK,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI,BERNT RAINER WAHL
47,TOM BATES,ZACHARY RUNNINGWOLF,JACQUELYN MCCORMICK
48,TOM BATES,skipped,skipped
49,KRISS WORTHINGTON,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI,ZACHARY RUNNINGWOLF
50,ZACHARY RUNNINGWOLF,TOM BATES,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
51,JACQUELYN MCCORMICK,KRISS WORTHINGTON,TOM BATES
52,TOM BATES,BERNT RAINER WAHL,KRISS WORTHINGTON
53,TOM BATES,ZACHARY RUNNINGWOLF,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
54,JACQUELYN MCCORMICK,JACQUELYN MCCORMICK,JACQUELYN MCCORMICK
55,KRISS WORTHINGTON,JACQUELYN MCCORMICK,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
56,ZACHARY RUNNINGWOLF,JACQUELYN MCCORMICK,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI
57,TOM BATES,KRISS WORTHINGTON,BERNT RAINER WAHL
58,TOM BATES,JACQUELYN MCCORMICK,ZACHARY RUNNINGWOLF
