ballotID,rank1,rank2,rank3
1,Stephanie Gasca,skipped,skipped
2,Dana Hansen,Phillipe M. Cunningham,Stephanie Gasca
3,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham
4,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson"
5,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca
6,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson"
7,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson"
8,Phillipe M. Cunningham,Stephanie Gasca,skipped
9,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen
10,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson"
11,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,skipped
12,Phillipe M. Cunningham,Stephanie Gasca,skipped
13,Phillipe M. Cunningham,skipped,skipped
14,Phillipe M. Cunningham,Stephanie Gasca,skipped
15,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson"
16,Phillipe M. Cunningham,Stephanie Gasca,skipped
17,Phillipe M. Cunningham,Stephanie Gasca,skipped
18,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,skipped
19,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson"
20,Phillipe M. Cunningham,Stephanie Gasca,skipped
21,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson"
22,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca
23,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
24,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson"
25,Phillipe M. Cunningham,Stephanie Gasca,skipped
26,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen
27,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson"
28,"Barbara A. ""Barb"" Johnson",skipped,skipped
29,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
30,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen
31,"Barbara A. ""Barb"" Johnson",skipped,skipped
32,Phillipe M. Cunningham,Stephanie Gasca,skipped
33,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham
34,Phillipe M. Cunningham,Stephanie Gasca,skipped
35,Phillipe M. Cunningham,Stephanie Gasca,skipped
36,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca
37,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca
38,"Barbara A. ""Barb"" Johnson",skipped,skipped
39,Phillipe M. Cunningham,Stephanie Gasca,skipped
40,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson"
