ranks,ballotID,rank1,rank2,rank3
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",1,ANN-MARIE HOGAN,skipped,skipped
"['ANN-MARIE HOGAN', 'ANN-MARIE HOGAN', 'ANN-MARIE HOGAN']",2,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN
"['ANN-MARIE HOGAN', 'ANN-MARIE HOGAN', 'ANN-MARIE HOGAN']",3,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN
"['ANN-MARIE HOGAN', 'ANN-MARIE HOGAN', 'ANN-MARIE HOGAN']",4,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN
"['ANN-MARIE HOGAN', 'ANN-MARIE HOGAN', 'ANN-MARIE HOGAN']",5,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",6,ANN-MARIE HOGAN,skipped,skipped
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",7,ANN-MARIE HOGAN,skipped,skipped
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",8,ANN-MARIE HOGAN,skipped,skipped
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",9,ANN-MARIE HOGAN,skipped,skipped
"['ANN-MARIE HOGAN', 'ANN-MARIE HOGAN', 'ANN-MARIE HOGAN']",10,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",11,ANN-MARIE HOGAN,skipped,skipped
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",12,ANN-MARIE HOGAN,skipped,skipped
"['writein', 'writein', 'writein']",13,writein,writein,writein
"['ANN-MARIE HOGAN', 'ANN-MARIE HOGAN', 'ANN-MARIE HOGAN']",14,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",15,ANN-MARIE HOGAN,skipped,skipped
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",16,ANN-MARIE HOGAN,skipped,skipped
"['ANN-MARIE HOGAN', 'ANN-MARIE HOGAN', 'ANN-MARIE HOGAN']",17,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN
"['ANN-MARIE HOGAN', 'ANN-MARIE HOGAN', 'ANN-MARIE HOGAN']",18,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",19,ANN-MARIE HOGAN,skipped,skipped
"['ANN-MARIE HOGAN', 'skipped', 'skipped']",20,ANN-MARIE HOGAN,skipped,skipped
