ranks,ballotID,rank1,rank2,rank3
"['EVA ARCE', 'EVA ARCE', 'EVA ARCE']",1,EVA ARCE,EVA ARCE,EVA ARCE
"['DEBORAH COX', 'DEBORAH COX', 'DEBORAH COX']",2,DEBORAH COX,DEBORAH COX,DEBORAH COX
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",3,DEBORAH COX,KENNETH PON,EVA ARCE
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",4,DEBORAH COX,KENNETH PON,EVA ARCE
"['DEBORAH COX', 'skipped', 'skipped']",5,DEBORAH COX,skipped,skipped
"['skipped', 'skipped', 'skipped']",6,skipped,skipped,skipped
"['DEBORAH COX', 'DEBORAH COX', 'DEBORAH COX']",7,DEBORAH COX,DEBORAH COX,DEBORAH COX
"['KENNETH PON', 'DEBORAH COX', 'EVA ARCE']",8,KENNETH PON,DEBORAH COX,EVA ARCE
"['DEBORAH COX', 'EVA ARCE', 'KENNETH PON']",9,DEBORAH COX,EVA ARCE,KENNETH PON
"['DEBORAH COX', 'EVA ARCE', 'KENNETH PON']",10,DEBORAH COX,EVA ARCE,KENNETH PON
"['DEBORAH COX', 'DEBORAH COX', 'DEBORAH COX']",11,DEBORAH COX,DEBORAH COX,DEBORAH COX
"['skipped', 'skipped', 'skipped']",12,skipped,skipped,skipped
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",13,DEBORAH COX,KENNETH PON,EVA ARCE
"['DEBORAH COX', 'KENNETH PON', 'skipped']",14,DEBORAH COX,KENNETH PON,skipped
"['DEBORAH COX', 'EVA ARCE', 'KENNETH PON']",15,DEBORAH COX,EVA ARCE,KENNETH PON
"['DEBORAH COX', 'EVA ARCE', 'KENNETH PON']",16,DEBORAH COX,EVA ARCE,KENNETH PON
"['EVA ARCE', 'EVA ARCE', 'EVA ARCE']",17,EVA ARCE,EVA ARCE,EVA ARCE
"['KENNETH PON', 'KENNETH PON', 'KENNETH PON']",18,KENNETH PON,KENNETH PON,KENNETH PON
"['DEBORAH COX', 'skipped', 'skipped']",19,DEBORAH COX,skipped,skipped
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",20,DEBORAH COX,KENNETH PON,EVA ARCE
"['KENNETH PON', 'skipped', 'skipped']",21,KENNETH PON,skipped,skipped
"['KENNETH PON', 'skipped', 'skipped']",22,KENNETH PON,skipped,skipped
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",23,DEBORAH COX,KENNETH PON,EVA ARCE
"['DEBORAH COX', 'EVA ARCE', 'KENNETH PON']",24,DEBORAH COX,EVA ARCE,KENNETH PON
"['DEBORAH COX', 'DEBORAH COX', 'skipped']",25,DEBORAH COX,DEBORAH COX,skipped
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",26,DEBORAH COX,KENNETH PON,EVA ARCE
"['KENNETH PON', 'skipped', 'skipped']",27,KENNETH PON,skipped,skipped
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",28,DEBORAH COX,KENNETH PON,EVA ARCE
"['DEBORAH COX', 'EVA ARCE', 'KENNETH PON']",29,DEBORAH COX,EVA ARCE,KENNETH PON
"['DEBORAH COX', 'EVA ARCE', 'DEBORAH COX']",30,DEBORAH COX,EVA ARCE,DEBORAH COX
"['DEBORAH COX', 'skipped', 'skipped']",31,DEBORAH COX,skipped,skipped
"['KENNETH PON', 'EVA ARCE', 'DEBORAH COX']",32,KENNETH PON,EVA ARCE,DEBORAH COX
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",33,DEBORAH COX,KENNETH PON,EVA ARCE
"['DEBORAH COX', 'EVA ARCE', 'KENNETH PON']",34,DEBORAH COX,EVA ARCE,KENNETH PON
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",35,DEBORAH COX,KENNETH PON,EVA ARCE
"['KENNETH PON', 'skipped', 'skipped']",36,KENNETH PON,skipped,skipped
"['KENNETH PON', 'DEBORAH COX', 'skipped']",37,KENNETH PON,DEBORAH COX,skipped
"['DEBORAH COX', 'KENNETH PON', 'skipped']",38,DEBORAH COX,KENNETH PON,skipped
"['DEBORAH COX', 'EVA ARCE', 'KENNETH PON']",39,DEBORAH COX,EVA ARCE,KENNETH PON
"['DEBORAH COX', 'skipped', 'skipped']",40,DEBORAH COX,skipped,skipped
"['DEBORAH COX', 'DEBORAH COX', 'DEBORAH COX']",41,DEBORAH COX,DEBORAH COX,DEBORAH COX
"['KENNETH PON', 'EVA ARCE', 'DEBORAH COX']",42,KENNETH PON,EVA ARCE,DEBORAH COX
"['KENNETH PON', 'skipped', 'skipped']",43,KENNETH PON,skipped,skipped
"['DEBORAH COX', 'KENNETH PON', 'EVA ARCE']",44,DEBORAH COX,KENNETH PON,EVA ARCE
