Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,23161,2.9448210353611675,4
AARON PESKIN,12703,2.7365189325356214,3
DANNY SAUTER,8164,3.0933365997060265,4.0
SPENCER SIMONSEN,1166,3.4365351629502574,4.0
STEPHEN (LULU) SCHWARTZ,1106,3.7179023508137434,4.0
writeIns,22,3.1818181818181817,4.0
