Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,23816,2.4712378233120593,3.0
AHSHA SAFAI,11839,2.45603513810288,3
JASON CHUYUAN ZENG,12,2.5833333333333335,3.0
JOHN AVALOS,9903,2.472281126931233,3
MARCELO COLUSSI,2035,2.55970515970516,3
writeIns,27,2.037037037037037,2
