Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,31789,4.215263141338199,3
BEN MATRANGA,2683,4.464405516213194,4
EMILY MURASE,4022,4.701889607160616,5.0
JOEL ENGARDIO,7605,4.170019723865877,3
KEN PIPER,795,5.021383647798742,6
MYRNA MELGAR,6487,4.24063511638662,3
STEPHEN W. MARTIN-PINTO,3512,4.090261958997722,3.0
VILASKA NGUYEN,6664,3.8221788715486196,3.0
writeIns,21,2.857142857142857,2
