Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,23197,1.0046988834763115,1
BUD RYERSON,38,1.0526315789473684,1.0
HILLARY RONEN,23058,1.003556249457889,1.0
writeIns,101,1.2475247524752475,1
