Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,28702,3.9932060483589993,3.0
AMANDA INOCENCIO,552,5.628623188405797,7.0
ANDREW N. MAJALYA,242,5.074380165289257,7.0
CONNIE CHAN,10651,3.579757769223547,3
DAVID E. LEE,4996,4.627702161729384,5.0
MARJAN PHILHOUR,9954,3.864376130198915,3.0
SHERMAN R. D'SILVA,1230,4.530081300813008,5.0
VERONICA SHINZATO,1033,4.681510164569216,5
writeIns,44,3.5454545454545454,3.0
