# Final piles of ballots, sorted by candidate.
# Created Friday, November 16, 2007 5:45 PM


# This file can be used for auditing, or for filling mid-term vacancies
# in Cambridge.  To fill a vacancy, edit the line below that says,
# "# CAMBRIDGE-VACANCY-RECOUNT candidate-code".  Remove the '#', so
# that ChoicePlusr will process the line, and replace "candidate-code"
# with the candidate code for whom the ballots are to be recounted.
# Be sure to rename the file when saving it!  E.g. to "<Your Election
# Title> Recount Input.txt".



# The following lines are the configuration lines necessary for a Cambridge
# style recount.
.COMPLY-WITH CAMBRIDGE
.ELECT 1


# The Candidates:
.CANDIDATE C01, "Davis, Henrietta"
.CANDIDATE C02, "Decker, Marjorie C."
.CANDIDATE C03, "Galluccio, Anthony D."
.CANDIDATE C04, "Janik, Jonathan S."
.CANDIDATE C05, "Kelley, Craig A."
.CANDIDATE C06, "Maher, David P."
.CANDIDATE C07, "Moore, M. Kevin"
.CANDIDATE C08, "Moree, Gregg J."
.CANDIDATE C09, "Murphy, Brian"
.CANDIDATE C10, "Podgers, Kathy"
.CANDIDATE C11, "Reeves, Kenneth E."
.CANDIDATE C12, "Seidel, Sam"
.CANDIDATE C13, "Simmons, E. Denise"
.CANDIDATE C14, "Sullivan, Edward J."
.CANDIDATE C15, "Toomey, Timothy J., Jr."
.CANDIDATE C16, "Ward, Larry W."
.CANDIDATE WI01, "Write-In 1"
.CANDIDATE WI02, "Write-In 2"
.CANDIDATE WI03, "Write-In 3"
.CANDIDATE WI04, "Write-In 4"
.CANDIDATE WI05, "Write-In 5"
.CANDIDATE WI06, "Write-In 6"
.CANDIDATE WI07, "Write-In 7"
.CANDIDATE WI08, "Write-In 8"
.CANDIDATE WI09, "Write-In 9"

# The following lines exclude those candidates who
# were elected or excluded in the original election
# from participating in a future runoff.
.EXCLUDE-CANDIDATE C01
.EXCLUDE-CANDIDATE C02
.EXCLUDE-CANDIDATE C05
.EXCLUDE-CANDIDATE C06
.EXCLUDE-CANDIDATE C09
.EXCLUDE-CANDIDATE C11
.EXCLUDE-CANDIDATE C12
.EXCLUDE-CANDIDATE C13
.EXCLUDE-CANDIDATE C15

# ******* The following line must be edited for a Cambridge recount! *******
#.CAMBRIDGE-VACANCY-RECOUNT candidate-code

# Suppose that Joe Smith resigned mid-term, and Karen Jones was elected
# to fill that seat.  But then Karen Jones also resigned!  You can rerun
# the same recount, but specify that Karen Jones is excluded.
#.EXCLUDE-CANDIDATE candidate-code

# This specifies the format for the ballots
.BALLOT-FORMAT-FIELDS BALLOT-ID-ALPHA BALLOT-VALUE RANKINGS-ALPHA

# Ballots for candidate C01 ("Davis, Henrietta")
# Candidate has 1,364 ballots in his/her pile.
.FINAL-PILE C01
000503-00-0006, 1) C01,C16,C13,C02,C05,C09,C12
000503-00-0011, 1) C01,C10,C02,C03,C05,C08,C13,C09,C04,C06,C07,C12,C14,C15,C16,C11
000503-00-0012, 1) C01,C05,C07,C08,C02,C10,C11,C04,C16,C14
000503-00-0015, 1) C01,C04,C05,C09,C12,C13,C16,C02
000503-00-0020, 1) C01,C06
000503-00-0021, 1) C01,C13,C02,C09,C06,C05,C16
000503-00-0036, 1) C01,C13,C02
000503-00-0040, 1) C01,C11,C03
000503-00-0043, 1) C01,C13,C15,C11,C05,C09,C04
000503-00-0046, 1) C01,C13,C15,C02,C05,C09,C11,C03
000503-00-0064, 1) C01
000503-00-0066, 1) C01
000503-00-0070, 1) C01,C15
000503-00-0073, 1) C01,C16,C09,C13
000503-00-0076, 1) C01,C16,C12,C11
000503-00-0095, 1) C01,C12,C06,C16,C05,C11,C15
000503-00-0098, 1) C01,C02,C13,C16,C04,C12,C09,C05
000503-00-0116, 1) C01,C15,C06
000503-00-0121, 1) C01,C13,C12,C09
000503-00-0122, 1) C01,C02,C13
000503-00-0145, 1) C01,C05,C12,C16,C06,C02,C09
000503-00-0150, 1) C01,C13,C16,C07,C02
000503-00-0168, 1) C01,C02,C16,C09,C12,C15,C04
000503-00-0171, 1) C01,C02,C16,C09,C12,C11,C15
000503-00-0174, 1) C01,C02,C07,C11,C13,C03,C05,C06,C09,C15
000503-00-0189, 1) C01,C05,C13,C09,C16,C02,C04,C07,C15,C14,C11,C12,C10,C06,C08
000503-00-0190, 1) C01,C13,C02
000503-00-0211, 1) C01,C05
000503-00-0214, 1) C01,C13
000503-00-0220, 1) C01,C09,C05,C12,C15,C06
000503-00-0224, 1) C01,C02,C09,C12,C13,C04,C16,C15,C11
000503-00-0238, 1) C01,C12,C06,C16,C11,C15,C05,C13
000503-00-0264, 1) C01,C14,C15
000503-00-0269, 1) C01,C02,C06,C11,C13,C03
000503-00-0272, 1) C01
000503-00-0277, 1) C01,C02,C12,C09,C13,C11
000503-00-0283, 1) C01
000503-00-0311, 1) C01,C02,C03,C16
000503-00-0312, 1) C01,C03,C07,C05,C02,C06,C09,C12,C13,C10,C15,C14,C16,C04,C11,C08
000503-00-0314, 1) C01,C12,C13,C02,C16,C09,C05,C04,C11
000503-00-0319, 1) C01,C15,C06,C02,C08,C05
000503-00-0333, 1) C01,C05,C13,C10,C12
000503-00-0385, 1) C01,C13,C16,C02,C09,C12,C04,C05,C11
000503-00-0387, 1) C01,C13,C15,C09,C02,C06,C16,C12,C03
000503-00-0393, 1) C01
000503-00-0394, 1) C01
000503-00-0395, 1) C01,C05,C09,C13,C15,C16,C14,C06,C03
000503-00-0412, 1) C01,C02,C13,C11,C16,C15
000503-00-0416, 1) C01,C13,C14,C15,C16,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11
000503-00-0423, 1) C01,C12
000503-00-0424, 1) C01,C12,C13,C05,C16,C04
000503-00-0433, 1) C01,C12,C13,C16,C04,C05,C06
000503-00-0445, 1) C01,C02,C11
000503-00-0455, 1) C01,C13,C02,C09,C12,C11
000503-00-0461, 1) C01,C14,C02,C06,C13
000503-00-0471, 1) C01,C15,C14,C03
000503-00-0479, 1) C01,C09,C13,C16,C15,C05
000503-00-0487, 1) C01
000503-00-0489, 1) C01
000503-00-0490, 1) C01,C13,C10
000503-00-0496, 1) C01,C13,C16
000503-00-0499, 1) C01
000503-00-0501, 1) C01,C09,C06
000503-00-0518, 1) C01,C02,C14
000503-00-0524, 1) C01,C06,C13
000503-00-0530, 1) C01
000503-00-0535, 1) C01,C15,C09,C06,C05,C12,C16,C08,C04
000503-00-0538, 1) C01,C02,C09,C05,C04,C13,C14,C15,C16
000503-00-0545, 1) C01
000503-00-0550, 1) C01,C02,C03,C07,C14,C11,C12
000503-00-0553, 1) C01,C05,C02
000503-00-0563, 1) C01,C12
000503-00-0566, 1) C01,C13,C14,C06,C05
000503-00-0575, 1) C01,C06,C02,C14
000503-00-0581, 1) C01,C11
000503-00-0582, 1) C01,C05,C12
000503-00-0584, 1) C01,C11
000503-00-0586, 1) C01,C05,C13,C16,C09,C07,C12,C02,C15
000503-00-0592, 1) C01,C02,C05
000503-00-0595, 1) C01,C13,C03
000503-00-0602, 1) C01,C02,C04,C12,C13,C16
000503-00-0616, 1) C01,C02,C13,C11,C05,C10
000503-00-0624, 1) C01,C13
000503-00-0630, 1) C01,C06
000503-00-0652, 1) C01,C05,C12
000503-00-0658, 1) C01,C02,C12,C09,C13,C11
000503-00-0677, 1) C01,C09,C13,C16
000503-00-0684, 1) C01
000503-00-0687, 1) C01,C02,C13
000503-00-0691, 1) C01,C13,C12,C04,C09,C16,C07,C05,C06,C15
000503-00-0693, 1) C01,C13,C12,C04,C09,C16,C07,C05,C06,C15,C02,C11
000503-00-0700, 1) C01,C13,C02,C03,C06,C16
000503-00-0718, 1) C01,C09,C12,C16
000503-00-0719, 1) C01,C13,C11,C15,C06,C02
000503-00-0723, 1) C01,C13,C02,C07
000503-00-0736, 1) C01,C12,C02
000503-00-0739, 1) C01
000503-00-0744, 1) C01,C13
000503-00-0747, 1) C01,C12,C13,C04,C06,C05
000503-00-0752, 1) C01,C13,C05,C12,C09
000503-00-0753, 1) C01,C13
000503-00-0760, 1) C01,C14,C02,C10,C15,C13,C04,C06,C12
000503-00-0762, 1) C01,C02,C15,C13,C05,C06,C12,C11
000503-00-0767, 1) C01,C02,C05,C12,C11,C15,C13,C03,C04
000503-00-0773, 1) C01,C13,C09,C16,C05,C12,C02,C04,C07,C08,C15,C14,C11,C10,C06,C03
000503-00-0790, 1) C01,C02,C11,C05,C03,C12,C13
000503-00-0794, 1) C01,C13,C02,C05,C06,C15,C11,C10,C03,C09,C08,C07
000503-00-0803, 1) C01,C16,C02,C09,C12,C07
000503-00-0805, 1) C01,C03,C09,C10,C14,C12,C08,C07,C04,C16,C02,C05,C06,C15,C11,C13
000503-00-0810, 1) C01,C13,C02,C04,C16
000503-00-0825, 1) C01,C02,C13,C12,C11,C09
000503-00-0826, 1) C01,C06,C13,C09,C12
000503-00-0830, 1) C01,C02,C13,C10
000503-00-0839, 1) C01,C13,C11,C02
000503-00-0840, 1) C01,C05,C12,C09,C13,C16,C15,C10
000503-00-0842, 1) C01,C03,C12,C13
