candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer
Eric Brakey,23.104,112.87776446600007,-112.87776446600003,0.0,0.0,
Adrienne Bennett,30.732,150.14760789800008,37.68379337100001,40.974,187.83140126900014,
Dale Crafts,46.164,225.54472530099986,45.04463849600002,59.026,270.58936379699986,
exhaust,0.0,2.2737367544323206e-13,30.149332599,0.0,30.14933259900023,
colsum,100.0,488.5700976650002,-3.552713678800501e-15,100.0,488.5700976650002,
