contest_name,place,state,date,office,rcv_type,num_winners,unique_id,win_threshold,number_of_candidates,number_of_rounds,winners_consensus_value,total_ballots,first_round_active_votes,final_round_active_votes,total_fully_ranked,ranked_multiple,total_undervote,first_round_overvote,total_ballots_with_overvote,total_exhausted,total_exhausted_by_overvote,total_exhausted_by_skipped_rankings,total_exhausted_by_abstention,total_exhausted_by_rank_limit,includes_duplicate_ranking,includes_skipped_ranking,total_irregular
,,,,,,,,,"The number of candidates on the ballot, not including write-ins.",Count how many rounds a contest had.,The percentage of valid first round votes that rank any winner in the top 3.,This includes ballots with no marks. (weighted),The number of votes that were awarded to any candidate in the first round. (weighted),The number of votes that were awarded to any candidate in the final round. (weighted),"The number of voters that have validly used all available rankings on the ballot, or that have validly ranked all non-write-in candidates. (weighted)",The number of voters that validly use more than one ranking. (weighted),Ballots completely made up of skipped rankings (no marks). (weighted),"The number of ballots with an overvote before any valid ranking. (weighted) Note that this is not the same as ""exhausted by overvote"". This is because some jurisdictions (Maine) discard any ballot beginning with two skipped rankings, and call this ballot as exhausted by skipped rankings, even if the skipped rankings are followed by an overvote. Other jursidictions (Minneapolis) simply skip over overvotes in a ballot.",Number of ballots with at least one overvote. Not necessarily cause of exhaustion. (weighted),Number of ballots (excluding undervotes) that do not rank a finalist. (weighted),Number of ballots exhausted due to overvote. Only applicable to certain contests. (weighted),Number of ballots exhausted due to repeated skipped rankings. Only applicable to certain contests. (weighted),Number of ballots exhausted after all marked rankings used and ballot is not fully ranked. (weighted),Number of ballots exhausted after all marked rankings used and ballot is fully ranked. (weighted),"The number of ballots that rank the same candidate more than once, or include more than one write in candidate. (weighted)",The number of ballots that have an skipped ranking followed by any other mark valid ranking. (weighted),"Number of ballots that either had a multiple ranking, overvote, or a skipped ranking. This includes ballots even where the irregularity was not the cause of exhaustion. (weighted)"
Minneapolis BOE 2009,Minneapolis,MN,2009,BOE,stv_fractional_ballot,2,Minneapolis__2009__BOE__MinneapolisBOE2009,10695.333333333332,6,7,0.8415508321386275,45968.0,32086.0,20512.4813574859,11115.0,17844.0,13882.0,0.0,0.0,11573.518642514098,0.0,0.0,9000.173232896912,2573.3454096171854,0.0,1.0,89.0
Minneapolis Park At Large 2009,Minneapolis,MN,2009,Park At Large,stv_fractional_ballot,3,Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,9163.75,9,8,0.8145682717228209,45968.0,36655.0,29072.950289420085,19682.0,24374.0,9313.0,0.0,0.0,7582.049710579911,0.0,0.0,6140.678958087683,1441.3707524922283,0.0,0.0,64.0
Minneapolis BOE 2013,Minneapolis,MN,2013,BOE,stv_fractional_ballot,2,Minneapolis__2013__BOE__MinneapolisBOE2013,16285.0,4,1,0.9215228738102549,80101.0,48855.0,48855.0,21383.0,34593.0,31186.0,97.0,131.0,60.0,0.0,0.0,55.0,5.0,0.0,103.0,1466.0
Minneapolis Park At Large 2013,Minneapolis,MN,2013,Park At Large,stv_fractional_ballot,3,Minneapolis__2013__ParkAtLarge__MinneapolisParkAtLarge2013,14865.75,10,10,0.7949144846375057,80101.0,59463.0,42154.87389008475,36357.0,44243.0,20571.0,104.0,137.0,17375.12610991524,0.0,0.0,10776.075457419614,6599.050652495627,0.0,237.0,1555.0
Minneapolis BOE 2017,Minneapolis,MN,2017,BOE,stv_fractional_ballot,2,Minneapolis__2017__BOE__MinneapolisBOE2017,23231.333333333332,3,2,0.9836714781760266,105928.0,69694.0,60774.34075258324,6320.0,44318.0,36105.0,164.0,222.0,9048.659247416757,0.0,0.0,8617.808282983478,430.85096443327865,0.0,166.0,3721.0
Minneapolis Park At Large 2017,Minneapolis,MN,2017,Park At Large,stv_fractional_ballot,3,Minneapolis__2017__ParkAtLarge__MinneapolisParkAtLarge2017,21086.75,10,10,0.835251994736031,105928.0,84347.0,62307.66715012881,55257.0,65499.0,21510.0,130.0,178.0,22110.332849871185,0.0,0.0,10847.516761408417,11262.816088462769,0.0,169.0,2079.0
Eastpointe City Council 2019,Eastpointe,MI,2019,City Council,stv_fractional_ballot,2,Eastpointe__2019__CityCouncil__EastpointeCityCouncil2019,1668.0,4,2,0.9308553157474021,5145.0,5004.0,4976.145169994603,2876.0,4184.0,118.0,21.0,42.0,50.85483000539665,21.599028602266593,2.2995143011332972,22.363734484619535,4.592552617377225,0.0,23.0,414.0
