raceID,candidate,round_elected,round_eliminated,round_1_vote,round_2_vote,round_3_vote,round_4_vote,round_5_vote,round_6_vote,round_7_vote,round_8_vote,round_9_vote,round_10_vote,round_11_vote,round_12_vote,round_13_vote,round_14_vote,round_15_vote,round_16_vote,round_17_vote,round_18_vote,round_19_vote,round_20_vote,round_21_vote,round_22_vote,round_23_vote,round_24_vote,round_25_vote,round_26_vote,round_27_vote,round_28_vote,round_29_vote,round_30_vote,round_31_vote,round_32_vote,round_33_vote,round_34_vote,round_35_vote
Minneapolis__2009__Ward1__MinneapolisWard12009,Larry Ranallo,,1.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward1__MinneapolisWard12009,Mark Fox,,1.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward1__MinneapolisWard12009,Kevin Reich,1.0,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward1__MinneapolisWard12009,writeIns,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward1__MinneapolisWard12009,Geneva Hanvik,,1.0,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward1__MinneapolisWard12009,Thomas Alessi,,1.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward10__MinneapolisWard102009,Kim Vlaisavljevich,,1.0,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward10__MinneapolisWard102009,David A. Alvarado,,1.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward10__MinneapolisWard102009,writeIns,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward10__MinneapolisWard102009,Matthew Dowgwillo,,1.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward10__MinneapolisWard102009,Meg Tuthill,1.0,,2405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward11__MinneapolisWard112009,writeIns,,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward11__MinneapolisWard112009,David A. Alvarado,,1.0,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward11__MinneapolisWard112009,Gregg A Iverson,,1.0,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward11__MinneapolisWard112009,John Quincy,1.0,,2551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward12__MinneapolisWard122009,Brent Perry,,1.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward12__MinneapolisWard122009,Rick L. Nyhlen,,1.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward12__MinneapolisWard122009,writeIns,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward12__MinneapolisWard122009,Sandy Colvin Roy,1.0,,3035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward12__MinneapolisWard122009,Charley Underwood,,1.0,663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward13__MinneapolisWard132009,writeIns,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward13__MinneapolisWard132009,Joseph Henry,,1.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward13__MinneapolisWard132009,Kris Broberg,,1.0,1578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward13__MinneapolisWard132009,Betsy Hodges,1.0,,4141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward2__MinneapolisWard22009,Cam Gordon,1.0,,2260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward2__MinneapolisWard22009,writeIns,,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward2__MinneapolisWard22009,Allen A. Aigbogun,,1.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward3__MinneapolisWard32009,Jeffery Cobia,,1.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward3__MinneapolisWard32009,Diane Hofstede,1.0,,1465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward3__MinneapolisWard32009,writeIns,,1.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward3__MinneapolisWard32009,Michael J. Katch,,1.0,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward3__MinneapolisWard32009,Raymond Wilson Rolfe,,1.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward4__MinneapolisWard42009,Troy Parker,,3.0,921.0,921.0,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward4__MinneapolisWard42009,Barbara A. Johnson,3.0,,1546.0,1547.0,1618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward4__MinneapolisWard42009,writeIns,,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward4__MinneapolisWard42009,Grant Cermak,,2.0,386.0,386.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward4__MinneapolisWard42009,Marcus Harcus,,3.0,442.0,442.0,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward5__MinneapolisWard52009,Natalie Johnson Lee,,5.0,652.0,654.0,677.0,704.0,893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward5__MinneapolisWard52009,Roger Smithrud,,3.0,93.0,93.0,99.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward5__MinneapolisWard52009,Don Samuels,5.0,,1020.0,1021.0,1027.0,1047.0,1131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward5__MinneapolisWard52009,writeIns,,1.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward5__MinneapolisWard52009,Lennie Chism,,2.0,61.0,61.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward5__MinneapolisWard52009,Kenya McKnight,,4.0,336.0,336.0,350.0,357.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward6__MinneapolisWard62009,Michael Tupper,,1.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward6__MinneapolisWard62009,Bruce Lundeen,,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward6__MinneapolisWard62009,Robert Lilligren,1.0,,1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward6__MinneapolisWard62009,writeIns,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward6__MinneapolisWard62009,Andy Exley,,1.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward6__MinneapolisWard62009,Laura Jean,,1.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward6__MinneapolisWard62009,M. Cali,,1.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward7__MinneapolisWard72009,Michael J. Katch,,1.0,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward7__MinneapolisWard72009,Lisa Goodman,1.0,,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward7__MinneapolisWard72009,Jeffrey Alan Wagner,,1.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward7__MinneapolisWard72009,writeIns,,1.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward8__MinneapolisWard82009,Gregory McDonald,,1.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward8__MinneapolisWard82009,Michael J. Cavlan,,1.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward8__MinneapolisWard82009,Jeanine Estime,,1.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward8__MinneapolisWard82009,David Regan,,1.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward8__MinneapolisWard82009,writeIns,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward8__MinneapolisWard82009,Elizabeth Glidden,1.0,,2291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward9__MinneapolisWard92009,Khalif Jama,,1.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward9__MinneapolisWard92009,Gary Schiff,1.0,,1818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward9__MinneapolisWard92009,Dave Bicking,,1.0,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward9__MinneapolisWard92009,writeIns,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Ward9__MinneapolisWard92009,Todd J. Eberhardy,,1.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__CityAuditor__2010CityAuditorBerkeleyNov2010cam,ANN-MARIE HOGAN,1.0,,31428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__CityAuditor__2010CityAuditorBerkeleyNov2010cam,writeIns,,1.0,717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict1__2010MemberCityCouncilDistrict1BerkeleyNov2010,MERRILIE MITCHELL,,1.0,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict1__2010MemberCityCouncilDistrict1BerkeleyNov2010,LINDA MAIO,1.0,,3735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict1__2010MemberCityCouncilDistrict1BerkeleyNov2010,JASPER KINGETER,,1.0,1278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict1__2010MemberCityCouncilDistrict1BerkeleyNov2010,writeIns,,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict1__2010MemberCityCouncilDistrict1BerkeleyNov2010,ANTHONY Di DONATO,,1.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4BerkeleyNov2010,JIM NOVOSEL,,1.0,1496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4BerkeleyNov2010,ERIC PANZER,,1.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4BerkeleyNov2010,writeIns,,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4BerkeleyNov2010,BERNT RAINER WAHL,,1.0,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4BerkeleyNov2010,JESSE ARREGUIN,1.0,,2544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict7__2010MemberCityCouncilDistrict7BerkeleyNov2010,writeIns,,1.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict7__2010MemberCityCouncilDistrict7BerkeleyNov2010,CECILIA ''CES'' ROSALES,,2.0,632.0,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict7__2010MemberCityCouncilDistrict7BerkeleyNov2010,GEORGE BEIER,,2.0,1438.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict7__2010MemberCityCouncilDistrict7BerkeleyNov2010,KRISS WORTHINGTON,2.0,,2078.0,2086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict8__2010MemberCityCouncilDistrict8BerkeleyNov2010,JACQUELYN McCORMICK,,1.0,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict8__2010MemberCityCouncilDistrict8BerkeleyNov2010,writeIns,,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict8__2010MemberCityCouncilDistrict8BerkeleyNov2010,GORDON WOZNIAK,1.0,,2806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2010__MemberCityCouncilDistrict8__2010MemberCityCouncilDistrict8BerkeleyNov2010,STEWART JONES,,1.0,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__CityAuditor__2010CityAuditorOaklandNov2010,writeIns,,1.0,1204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__CityAuditor__2010CityAuditorOaklandNov2010,MICHAEL KILIAN,,1.0,31086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__CityAuditor__2010CityAuditorOaklandNov2010,COURTNEY RUBY,1.0,,65335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,ARNOLD FIELDS,,2.0,733.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,MARCIE HODGE,,7.0,2994.0,2999.0,3033.0,3155.0,3200.0,3250.0,3625.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,LARRY LIONEL ''LL'' YOUNG JR.,,3.0,933.0,939.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,JOE TUMAN,,8.0,14347.0,14357.0,14471.0,14552.0,14780.0,14949.0,15202.0,15462.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,REBECCA KAPLAN,,9.0,25813.0,25831.0,25890.0,26026.0,26117.0,26496.0,26831.0,27475.0,32719.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,JEAN QUAN,10.0,,29266.0,29299.0,29391.0,29514.0,29645.0,30500.0,30884.0,31655.0,35033.0,53897.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,writeIns,,1.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,DON MACLEAY,,5.0,1630.0,1636.0,1677.0,1719.0,1852.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,DON PERATA,,10.0,40342.0,40374.0,40455.0,40606.0,40728.0,40814.0,41364.0,42188.0,45465.0,51872.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,TERENCE CANDELL,,6.0,2315.0,2316.0,2386.0,2497.0,2613.0,2680.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__Mayor__2010MayorofOaklandNov2010,GREG HARLAND,,4.0,966.0,968.0,1059.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict2__2010MemberCityCouncilDistrict2OaklandNov2010,writeIns,,1.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict2__2010MemberCityCouncilDistrict2OaklandNov2010,PATRICIA KERNIGHAN,1.0,,8954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict2__2010MemberCityCouncilDistrict2OaklandNov2010,JENNIFER S. PAE,,1.0,4604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4OaklandNov2010,DANIEL SWAFFORD,,5.0,2348.0,2351.0,2444.0,2741.0,2886.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4OaklandNov2010,RALPH KANZ,,3.0,883.0,885.0,936.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4OaklandNov2010,LIBBY SCHAAF,6.0,,8756.0,8758.0,8835.0,9001.0,9249.0,10439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4OaklandNov2010,writeIns,,1.0,69.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4OaklandNov2010,CLINTON KILLIAN,,4.0,1138.0,1143.0,1203.0,1273.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4OaklandNov2010,JILL BROADHURST,,6.0,4807.0,4809.0,4878.0,5062.0,5286.0,5828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4OaklandNov2010,MELANIE SHELBY,,6.0,2463.0,2466.0,2552.0,2652.0,3017.0,3404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict4__2010MemberCityCouncilDistrict4OaklandNov2010,JASON GILLEN,,2.0,530.0,531.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict6__2010MemberCityCouncilDistrict6OaklandNov2010,NANCY SIDEBOTHAM,,1.0,1777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict6__2010MemberCityCouncilDistrict6OaklandNov2010,writeIns,,1.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict6__2010MemberCityCouncilDistrict6OaklandNov2010,DESLEY BROOKS,1.0,,8282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__MemberCityCouncilDistrict6__2010MemberCityCouncilDistrict6OaklandNov2010,JOSE DORADO,,1.0,2767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__SchoolDirectorDistrict2__2010SchoolDirectorDistrict2OaklandNov2010,writeIns,,1.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__SchoolDirectorDistrict2__2010SchoolDirectorDistrict2OaklandNov2010,DAVID KAKISHIBA,1.0,,9892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__SchoolDirectorDistrict4__2010SchoolDirectorDistrict4OaklandNov2010,BENJAMIN VISNICK,,1.0,5798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__SchoolDirectorDistrict4__2010SchoolDirectorDistrict4OaklandNov2010,GARY D. YEE,1.0,,13043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__SchoolDirectorDistrict4__2010SchoolDirectorDistrict4OaklandNov2010,writeIns,,1.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__SchoolDirectorDistrict6__2010SchoolDirectorDistrict6OaklandNov2010,writeIns,,1.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2010__SchoolDirectorDistrict6__2010SchoolDirectorDistrict6OaklandNov2010,CHRISTOPHER DOBBINS,1.0,,9908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,MARLENE TRAN,,20.0,2049.0,2049.0,2052.0,2059.0,2071.0,2072.0,2074.0,2096.0,2104.0,2116.0,2124.0,2132.0,2169.0,2184.0,2216.0,2300.0,3039.0,3084.0,3231.0,3330.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,NYESE JOSHUA,,4.0,135.0,135.0,141.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,JAMES M. CALLOWAY,,12.0,417.0,418.0,422.0,430.0,434.0,437.0,443.0,464.0,478.0,494.0,511.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,ELLSWORTH ''ELL'' JENNISON,,2.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,TERESA DUQUE,,16.0,1441.0,1441.0,1443.0,1449.0,1456.0,1459.0,1464.0,1467.0,1473.0,1483.0,1495.0,1499.0,1512.0,1517.0,1542.0,1574.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,writeIns,,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,DEWITT M. LACY,,17.0,1274.0,1276.0,1279.0,1282.0,1292.0,1298.0,1317.0,1324.0,1337.0,1361.0,1384.0,1439.0,1471.0,1511.0,1585.0,1722.0,1757.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,TONY KELLY,,21.0,2102.0,2102.0,2108.0,2111.0,2132.0,2136.0,2139.0,2150.0,2155.0,2180.0,2185.0,2281.0,2310.0,2326.0,2410.0,2639.0,2661.0,2858.0,3392.0,3576.0,3879.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,JACKIE NORMAN,,5.0,186.0,186.0,188.0,191.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,ERIC SMITH,,11.0,448.0,448.0,451.0,454.0,454.0,459.0,462.0,465.0,474.0,480.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,DIANE WESLEY SMITH,,13.0,399.0,399.0,400.0,400.0,412.0,428.0,432.0,461.0,476.0,499.0,515.0,526.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,"RODNEY HAMPTON, JR.",,8.0,237.0,237.0,239.0,243.0,251.0,261.0,280.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,M.J. MARIE FRANKLIN,,3.0,81.0,81.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,LYNETTE SWEET,,19.0,2150.0,2153.0,2156.0,2162.0,2170.0,2189.0,2227.0,2243.0,2278.0,2291.0,2338.0,2355.0,2396.0,2487.0,2543.0,2682.0,2712.0,2880.0,3201.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,ED DONALDSON,,6.0,202.0,202.0,202.0,202.0,205.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
