Ballots with first choice:,Number of Ballots,Lisa Savage ranked in top 3,Max Linn ranked in top 3,Sara Gideon ranked in top 3,Susan Collins ranked in top 3
Lisa Savage,45.134413474999995,45.134413474999995,18.597415814,30.25487933199999,12.838826971
Max Linn,8.925392197999999,3.306164731,8.925392197999999,2.295651622,5.546307355
Sara Gideon,460.3550443879995,272.7824816889997,159.47550792299998,460.3550443879995,81.74913557800001
Susan Collins,454.2483149480007,145.43216675499986,121.34932331499992,83.13877560299997,454.2483149480007
