"srprec,C,20","tract,C,20","block,C,20","blkreg,N,7,0","srtotreg,N,7,0","pctsrprec,N,6,2","blktotreg,N,7,0","pctblk,N,6,2"
NULL,0,0,2,0,0,2,100
200100,421100,1000,8,760,1.05,8,100
200100,421100,1001,66,760,8.68,66,100
200100,421100,1002,48,760,6.32,55,87.27
200100,421100,1003,20,760,2.63,88,22.73
200100,421100,1007,50,760,6.58,58,86.21
200100,421100,1008,40,760,5.26,40,100
200100,421100,1009,94,760,12.37,94,100
200100,421100,1010,113,760,14.87,120,94.17
200100,421100,1011,104,760,13.68,104,100
200100,421100,1012,3,760,0.39,3,100
200100,421100,1013,18,760,2.37,18,100
200100,421100,2004,43,760,5.66,119,36.13
200100,421100,2007,125,760,16.45,125,100
200100,421100,2015,14,760,1.84,91,15.38
200100,421100,2019,14,760,1.84,39,35.9
200200,421500,1000,74,711,10.41,213,34.74
200200,421500,1004,37,711,5.2,67,55.22
200200,421500,1005,63,711,8.86,63,100
200200,421500,1006,15,711,2.11,15,100
200200,421500,1007,64,711,9,64,100
200200,421500,1008,64,711,9,64,100
200200,421500,1009,23,711,3.23,23,100
200200,421500,1012,21,711,2.95,21,100
200200,421500,1013,14,711,1.97,14,100
200200,421500,1016,61,711,8.58,61,100
200200,421500,1017,56,711,7.88,56,100
200200,421500,1018,19,711,2.67,37,51.35
200200,421500,1024,12,711,1.69,12,100
200200,421500,1025,60,711,8.44,83,72.29
200200,421500,2013,20,711,2.81,115,17.39
200200,421600,1000,50,711,7.03,221,22.62
200200,421600,1002,58,711,8.16,133,43.61
200300,421600,1000,171,584,29.28,221,77.38
200300,421600,1001,117,584,20.03,117,100
200300,421600,1002,4,584,0.68,133,3.01
200300,421600,1003,48,584,8.22,95,50.53
200300,421600,1004,38,584,6.51,38,100
200300,421600,1005,56,584,9.59,56,100
200300,421600,1006,64,584,10.96,64,100
200300,421600,1008,32,584,5.48,32,100
200300,421600,1010,14,584,2.4,14,100
200300,421600,2010,40,584,6.85,77,51.95
200600,421500,1025,11,658,1.67,83,13.25
200600,421600,1002,71,658,10.79,133,53.38
200600,421600,1003,47,658,7.14,95,49.47
200600,421600,2000,35,658,5.32,43,81.4
200600,421600,2001,96,658,14.59,96,100
200600,421600,2002,25,658,3.8,175,14.29
200600,421600,2003,18,658,2.74,29,62.07
200600,421600,2005,39,658,5.93,102,38.24
200600,421600,2006,52,658,7.9,52,100
200600,421600,2007,58,658,8.81,58,100
200600,421600,2008,37,658,5.62,37,100
200600,421600,2009,98,658,14.89,148,66.22
200600,421600,2010,37,658,5.62,77,48.05
200600,422500,2000,34,658,5.17,173,19.65
200700,421500,1025,12,682,1.76,83,14.46
200700,421500,2000,3,682,0.44,32,9.38
200700,421500,2001,31,682,4.55,31,100
200700,421500,2002,14,682,2.05,64,21.88
200700,421500,2003,62,682,9.09,62,100
200700,421500,2004,32,682,4.69,32,100
200700,421500,2005,13,682,1.91,55,23.64
200700,421500,2009,44,682,6.45,91,48.35
200700,421500,2010,34,682,4.99,34,100
200700,421500,2011,13,682,1.91,33,39.39
200700,421500,2013,71,682,10.41,115,61.74
200700,421500,2014,28,682,4.11,28,100
200700,421500,2015,52,682,7.62,59,88.14
200700,421500,2018,67,682,9.82,83,80.72
200700,421500,2019,16,682,2.35,30,53.33
200700,421500,3000,29,682,4.25,29,100
200700,421500,3001,3,682,0.44,3,100
200700,421500,3002,62,682,9.09,62,100
200700,421500,3003,29,682,4.25,70,41.43
200700,421500,3004,21,682,3.08,39,53.85
200700,421500,3005,11,682,1.61,20,55
200700,421500,3022,35,682,5.13,44,79.55
200800,421500,1000,139,641,21.68,213,65.26
200800,421500,1001,14,641,2.18,14,100
200800,421500,1002,5,641,0.78,5,100
200800,421500,1003,23,641,3.59,23,100
200800,421500,1004,30,641,4.68,67,44.78
200800,421500,1014,10,641,1.56,10,100
200800,421500,1015,5,641,0.78,5,100
200800,421500,1018,18,641,2.81,37,48.65
200800,421500,1019,42,641,6.55,42,100
200800,421500,1020,85,641,13.26,85,100
200800,421500,1021,3,641,0.47,3,100
200800,421500,1022,66,641,10.3,66,100
200800,421500,1023,14,641,2.18,14,100
200800,421500,1026,33,641,5.15,33,100
200800,421500,2000,29,641,4.52,32,90.62
200800,421500,2002,50,641,7.8,64,78.12
200800,421500,2011,20,641,3.12,33,60.61
200800,421500,2012,31,641,4.84,31,100
200800,421500,2013,24,641,3.74,115,20.87
201000,421100,1002,7,638,1.1,55,12.73
201000,421100,1003,68,638,10.66,88,77.27
201000,421100,1004,32,638,5.02,32,100
201000,421100,1005,8,638,1.25,8,100
201000,421100,1006,6,638,0.94,6,100
201000,421100,1007,8,638,1.25,58,13.79
201000,421100,1010,7,638,1.1,120,5.83
201000,421100,2000,27,638,4.23,27,100
201000,421100,2001,51,638,7.99,51,100
201000,421100,2002,58,638,9.09,58,100
201000,421100,2003,29,638,4.55,29,100
201000,421100,2004,76,638,11.91,119,63.87
201000,421100,2005,56,638,8.78,56,100
201000,421100,2006,102,638,15.99,102,100
201000,421100,2008,27,638,4.23,31,87.1
201000,421100,2009,44,638,6.9,44,100
201000,421100,2013,12,638,1.88,63,19.05
201000,421100,2014,8,638,1.25,37,21.62
201000,421100,2015,12,638,1.88,91,13.19
201100,421100,2008,4,682,0.59,31,12.9
201100,421100,2010,22,682,3.23,22,100
201100,421100,2011,23,682,3.37,23,100
201100,421100,2012,57,682,8.36,57,100
201100,421100,2013,51,682,7.48,63,80.95
201100,421100,2014,29,682,4.25,37,78.38
201100,421100,2015,65,682,9.53,91,71.43
201100,421100,2016,12,682,1.76,12,100
201100,421100,2017,49,682,7.18,49,100
201100,421100,2018,8,682,1.17,8,100
201100,421100,2019,25,682,3.67,39,64.1
201100,421500,2005,42,682,6.16,55,76.36
201100,421500,2006,48,682,7.04,48,100
201100,421500,2007,30,682,4.4,30,100
201100,421500,2008,69,682,10.12,69,100
201100,421500,2009,47,682,6.89,91,51.65
201100,421500,2015,7,682,1.03,59,11.86
201100,421500,2016,49,682,7.18,99,49.49
201100,421500,2017,31,682,4.55,31,100
201100,421500,2019,14,682,2.05,30,46.67
201300,421500,2016,50,669,7.47,99,50.51
201300,421500,3006,1,669,0.15,134,0.75
201300,421500,3007,30,669,4.48,30,100
201300,421500,3009,18,669,2.69,18,100
201300,421500,3011,20,669,2.99,20,100
201300,421500,3013,30,669,4.48,30,100
201300,421500,3014,258,669,38.57,258,100
201300,421500,3015,44,669,6.58,44,100
201300,421500,3016,48,669,7.17,48,100
201300,421500,3018,60,669,8.97,60,100
201300,421500,3019,28,669,4.19,28,100
201300,421500,3020,66,669,9.87,66,100
201300,421500,3021,16,669,2.39,16,100
201400,421600,2004,21,711,2.95,21,100
201400,421600,2009,33,711,4.64,148,22.3
201400,421600,3004,10,711,1.41,80,12.5
201400,421600,3005,15,711,2.11,39,38.46
201400,421600,3006,3,711,0.42,31,9.68
201400,421600,3007,2,711,0.28,112,1.79
201400,421600,3008,6,711,0.84,114,5.26
201400,421600,4000,66,711,9.28,66,100
201400,421600,4001,42,711,5.91,42,100
201400,421600,4002,39,711,5.49,39,100
201400,421600,4003,54,711,7.59,54,100
201400,421600,4004,67,711,9.42,67,100
201400,421600,4005,89,711,12.52,89,100
201400,421600,4006,22,711,3.09,22,100
201400,421600,4007,99,711,13.92,99,100
201400,421600,4008,21,711,2.95,21,100
201400,421600,4009,90,711,12.66,90,100
201400,421600,4010,19,711,2.67,19,100
201400,421700,3000,13,711,1.83,163,7.98
201410,421500,2018,16,580,2.76,83,19.28
201410,421500,3003,41,580,7.07,70,58.57
201410,421500,3004,18,580,3.1,39,46.15
201410,421500,3005,9,580,1.55,20,45
201410,421500,3006,133,580,22.93,134,99.25
201410,421500,3010,13,580,2.24,13,100
201410,421500,3012,9,580,1.55,9,100
201410,421500,3022,9,580,1.55,44,20.45
201410,421600,2000,8,580,1.38,43,18.6
201410,421600,2002,150,580,25.86,175,85.71
201410,421600,2003,11,580,1.9,29,37.93
201410,421600,2005,63,580,10.86,102,61.76
201410,421600,2009,17,580,2.93,148,11.49
201410,421600,2011,83,580,14.31,83,100
201500,421600,3000,117,644,18.17,117,100
201500,421600,3001,58,644,9.01,58,100
201500,421600,3002,65,644,10.09,65,100
201500,421600,3003,64,644,9.94,64,100
201500,421600,3004,70,644,10.87,80,87.5
201500,421600,3005,24,644,3.73,39,61.54
201500,421600,3006,28,644,4.35,31,90.32
201500,421600,3007,110,644,17.08,112,98.21
201500,421600,3008,108,644,16.77,114,94.74
201700,422500,2000,136,730,18.63,173,78.61
201700,422500,2001,72,730,9.86,72,100
201700,422500,2004,83,730,11.37,83,100
201700,422500,3000,131,730,17.95,131,100
201700,422500,3001,60,730,8.22,60,100
201700,422500,3002,30,730,4.11,30,100
201700,422500,3003,30,730,4.11,30,100
201700,422500,3005,51,730,6.99,51,100
201700,422500,3006,57,730,7.81,57,100
201700,422500,3007,69,730,9.45,69,100
201700,422500,3009,11,730,1.51,11,100
201710,422500,2002,8,1101,0.73,8,100
201710,422500,2003,96,1101,8.72,96,100
201710,422500,2005,105,1101,9.54,105,100
201710,422500,2006,96,1101,8.72,96,100
201710,422500,3008,156,1101,14.17,156,100
201710,422500,3010,261,1101,23.71,261,100
201710,422500,3011,24,1101,2.18,24,100
201710,422500,3013,75,1101,6.81,75,100
201710,422600,1007,280,1101,25.43,280,100
201800,422500,1000,27,837,3.23,27,100
201800,422500,1001,27,837,3.23,27,100
201800,422500,1002,71,837,8.48,71,100
201800,422500,1003,119,837,14.22,119,100
201800,422500,1004,93,837,11.11,93,100
201800,422500,1005,42,837,5.02,42,100
201800,422500,1006,96,837,11.47,96,100
201800,422500,1007,143,837,17.08,143,100
201800,422500,1008,123,837,14.7,123,100
201800,422500,1009,74,837,8.84,74,100
201800,422500,1010,19,837,2.27,19,100
201800,422500,2000,3,837,0.36,173,1.73
201900,422400,1000,5,441,1.13,5,100
201900,422400,1001,84,441,19.05,84,100
201900,422400,1005,352,441,79.82,352,100
202010,422500,3004,264,264,100,264,100
202110,421700,3000,1,1152,0.09,163,0.61
202110,421700,3005,128,1152,11.11,128,100
202110,422400,1002,172,1152,14.93,172,100
202110,422400,1007,106,1152,9.2,106,100
202110,422400,1008,53,1152,4.6,53,100
202110,422400,1011,60,1152,5.21,60,100
202110,422400,1012,83,1152,7.2,83,100
202110,422400,1013,58,1152,5.03,58,100
202110,422400,1014,80,1152,6.94,80,100
202110,422400,1017,54,1152,4.69,54,100
202110,422400,1019,1,1152,0.09,1,100
202110,422400,1021,1,1152,0.09,1,100
202110,422400,1022,18,1152,1.56,18,100
202110,422400,1024,62,1152,5.38,62,100
202110,422400,3000,122,1152,10.59,122,100
202110,422400,3006,110,1152,9.55,110,100
202110,422400,3007,3,1152,0.26,3,100
202110,422400,3011,40,1152,3.47,128,31.25
202310,400100,1075,3,878,0.34,23,13.04
202310,422600,1049,191,878,21.75,191,100
202310,422600,1053,20,878,2.28,20,100
202310,422700,1000,92,878,10.48,92,100
202310,422700,1001,125,878,14.24,125,100
202310,422700,1002,217,878,24.72,217,100
202310,422700,1004,38,878,4.33,38,100
202310,422700,1005,5,878,0.57,5,100
202310,422700,1006,3,878,0.34,3,100
202310,422700,1007,2,878,0.23,2,100
202310,422700,1008,17,878,1.94,17,100
202310,422700,1009,1,878,0.11,1,100
202310,422700,1010,69,878,7.86,69,100
202310,422700,1011,15,878,1.71,15,100
202310,422700,2006,80,878,9.11,80,100
202500,422700,2003,1,741,0.13,1,100
202500,422700,2005,70,741,9.45,70,100
202500,422700,3005,355,741,47.91,355,100
202500,422700,3006,160,741,21.59,160,100
202500,422700,3007,155,741,20.92,155,100
202520,422700,2000,177,895,19.78,177,100
202520,422700,2001,353,895,39.44,353,100
202520,422700,2002,104,895,11.62,104,100
202520,422700,3000,139,895,15.53,139,100
202520,422700,3001,42,895,4.69,42,100
202520,422700,3004,80,895,8.94,80,100
202540,422600,1017,2,1031,0.19,2,100
202540,422600,1019,4,1031,0.39,4,100
202540,422600,1047,1,1031,0.1,1,100
202540,422600,1054,1,1031,0.1,1,100
202540,422700,3002,238,1031,23.08,238,100
202540,422700,3003,371,1031,35.98,371,100
202540,422800,1000,49,1031,4.75,49,100
202540,422800,1001,115,1031,11.15,115,100
202540,422800,1002,1,1031,0.1,162,0.62
202540,422800,2000,130,1031,12.61,130,100
202540,422800,3000,43,1031,4.17,43,100
202540,422800,3001,27,1031,2.62,27,100
202540,422800,3002,49,1031,4.75,49,100
202600,422800,1004,27,861,3.14,27,100
202600,422800,1005,14,861,1.63,14,100
202600,422800,1006,107,861,12.43,107,100
202600,422800,1007,42,861,4.88,42,100
202600,422800,1008,671,861,77.93,671,100
202620,422800,1002,161,760,21.18,162,99.38
202620,422800,1003,599,760,78.82,599,100
202710,423700,1006,102,785,12.99,177,57.63
202710,423700,1007,40,785,5.1,136,29.41
202710,423700,3000,187,785,23.82,187,100
202710,423700,3001,132,785,16.82,132,100
202710,423700,3002,158,785,20.13,158,100
202710,423700,3003,106,785,13.5,106,100
202710,423700,3004,60,785,7.64,115,52.17
202900,423700,2000,12,639,1.88,14,85.71
202900,423700,2001,3,639,0.47,3,100
202900,423700,2003,15,639,2.35,21,71.43
202900,423700,2008,18,639,2.82,84,21.43
202900,423700,2009,53,639,8.29,53,100
202900,423700,2010,72,639,11.27,72,100
202900,423700,2011,69,639,10.8,69,100
202900,423700,2012,77,639,12.05,77,100
202900,423700,2013,74,639,11.58,74,100
202900,423700,2014,45,639,7.04,47,95.74
202900,423700,2015,20,639,3.13,20,100
202900,423700,2016,27,639,4.23,27,100
202900,423700,2017,2,639,0.31,2,100
202900,423700,2018,3,639,0.47,3,100
202900,423700,2020,126,639,19.72,126,100
202900,423700,2023,10,639,1.56,10,100
202900,423700,2024,12,639,1.88,12,100
202900,423800,3005,1,639,0.16,1,100
203100,400100,1032,6,724,0.83,25,24
203100,400100,1033,2,724,0.28,136,1.47
203100,400100,1066,4,724,0.55,35,11.43
203100,400100,1067,3,724,0.41,9,33.33
203100,400100,1068,3,724,0.41,10,30
203100,423800,1000,31,724,4.28,31,100
203100,423800,1001,5,724,0.69,10,50
203100,423800,1002,31,724,4.28,31,100
203100,423800,1003,22,724,3.04,22,100
203100,423800,1004,72,724,9.94,72,100
203100,423800,1005,50,724,6.91,50,100
203100,423800,1006,44,724,6.08,44,100
203100,423800,1008,35,724,4.83,64,54.69
203100,423800,1013,47,724,6.49,95,49.47
203100,423800,1017,24,724,3.31,24,100
203100,423800,2000,23,724,3.18,23,100
203100,423800,2001,1,724,0.14,1,100
203100,423800,2003,6,724,0.83,6,100
203100,423800,2004,50,724,6.91,76,65.79
203100,423800,2006,69,724,9.53,69,100
203100,423800,2007,16,724,2.21,23,69.57
203100,423800,2009,3,724,0.41,9,33.33
203100,423800,2010,19,724,2.62,40,47.5
203100,423800,2011,67,724,9.25,68,98.53
203100,423800,2012,73,724,10.08,156,46.79
203100,423800,2014,18,724,2.49,18,100
203200,400200,1002,3,567,0.53,100,3
203200,404300,1000,5,567,0.88,25,20
203200,423800,1007,4,567,0.71,4,100
203200,423800,1008,29,567,5.11,64,45.31
203200,423800,1012,60,567,10.58,60,100
203200,423800,1013,48,567,8.47,95,50.53
203200,423800,1014,14,567,2.47,14,100
203200,423800,1015,25,567,4.41,25,100
203200,423800,1016,6,567,1.06,6,100
203200,423800,2010,21,567,3.7,40,52.5
203200,423800,2011,1,567,0.18,68,1.47
203200,423800,2012,83,567,14.64,156,53.21
203200,423800,2017,59,567,10.41,59,100
203200,423800,2018,20,567,3.53,20,100
203200,423800,2019,54,567,9.52,54,100
203200,423800,2020,74,567,13.05,74,100
203200,423800,2021,16,567,2.82,16,100
203200,423800,2022,30,567,5.29,90,33.33
203200,423800,2028,7,567,1.23,26,26.92
203200,423800,2030,8,567,1.41,8,100
203300,400200,1015,9,762,1.18,9,100
203300,400200,1016,6,762,0.79,6,100
203300,400400,1000,1,762,0.13,702,0.14
203300,400400,1010,4,762,0.52,4,100
203300,423800,2007,7,762,0.92,23,30.43
203300,423800,2015,5,762,0.66,5,100
203300,423800,2016,1,762,0.13,1,100
203300,423800,2022,60,762,7.87,90,66.67
203300,423800,2023,7,762,0.92,7,100
203300,423800,2024,1,762,0.13,1,100
203300,423800,2025,102,762,13.39,102,100
203300,423800,2028,19,762,2.49,26,73.08
203300,423800,3020,75,762,9.84,143,52.45
203300,423800,3021,108,762,14.17,108,100
203300,423800,3022,7,762,0.92,7,100
203300,423800,3023,68,762,8.92,68,100
203300,423800,3024,126,762,16.54,126,100
203300,423800,3026,19,762,2.49,19,100
203300,423800,3028,24,762,3.15,24,100
203300,423902,1010,110,762,14.44,110,100
203300,423902,1015,3,762,0.39,3,100
203400,423800,2004,26,657,3.96,76,34.21
203400,423800,2009,6,657,0.91,9,66.67
203400,423800,3002,2,657,0.3,2,100
203400,423800,3006,53,657,8.07,53,100
203400,423800,3007,48,657,7.31,48,100
203400,423800,3008,56,657,8.52,56,100
203400,423800,3009,25,657,3.81,25,100
203400,423800,3010,209,657,31.81,209,100
203400,423800,3011,63,657,9.59,63,100
203400,423800,3012,16,657,2.44,16,100
203400,423800,3013,2,657,0.3,2,100
203400,423800,3014,25,657,3.81,25,100
203400,423800,3015,58,657,8.83,58,100
203400,423800,3020,68,657,10.35,143,47.55
203500,423700,1006,75,1302,5.76,177,42.37
203500,423700,1007,96,1302,7.37,136,70.59
203500,423700,1008,340,1302,26.11,340,100
203500,423700,1009,2,1302,0.15,2,100
203500,423700,1010,114,1302,8.76,114,100
203500,423700,1013,174,1302,13.36,174,100
203500,423700,1014,20,1302,1.54,20,100
203500,423700,1016,12,1302,0.92,12,100
203500,423700,1018,21,1302,1.61,21,100
203500,423700,1019,53,1302,4.07,53,100
203500,423700,1020,9,1302,0.69,9,100
203500,423700,2000,2,1302,0.15,14,14.29
203500,423700,2002,12,1302,0.92,12,100
203500,423700,2003,6,1302,0.46,21,28.57
203500,423700,2005,69,1302,5.3,69,100
203500,423700,2006,67,1302,5.15,67,100
203500,423700,2007,107,1302,8.22,107,100
203500,423700,2008,66,1302,5.07,84,78.57
203500,423700,2014,2,1302,0.15,47,4.26
203500,423700,3004,55,1302,4.22,115,47.83
203800,400400,1003,65,914,7.11,65,100
203800,423902,1000,18,914,1.97,18,100
203800,423902,1001,22,914,2.41,22,100
203800,423902,1002,21,914,2.3,21,100
203800,423902,1003,16,914,1.75,16,100
203800,423902,1005,15,914,1.64,15,100
203800,423902,1006,41,914,4.49,41,100
203800,423902,1007,79,914,8.64,79,100
203800,423902,1008,132,914,14.44,132,100
203800,423902,1009,111,914,12.14,111,100
203800,423902,1011,21,914,2.3,21,100
203800,423902,1012,8,914,0.88,8,100
203800,423902,1013,15,914,1.64,15,100
203800,423902,2002,22,914,2.41,22,100
203800,423902,2007,11,914,1.2,11,100
203800,423902,2008,25,914,2.74,25,100
203800,423902,2009,84,914,9.19,84,100
203800,423902,2016,95,914,10.39,97,97.94
203800,423902,2017,57,914,6.24,57,100
203800,423902,2018,9,914,0.98,9,100
203800,423902,2019,10,914,1.09,10,100
203800,423902,2020,37,914,4.05,37,100
204000,423601,1010,117,271,43.17,117,100
204000,423601,1011,88,271,32.47,88,100
204000,423601,1014,66,271,24.35,66,100
204100,422300,1000,106,515,20.58,106,100
204100,422300,1001,105,515,20.39,105,100
204100,422300,2000,135,515,26.21,135,100
204100,422300,2009,169,515,32.82,169,100
204210,423601,1000,150,912,16.45,150,100
204210,423601,1001,135,912,14.8,135,100
204210,423602,2000,444,912,48.68,444,100
204210,423602,3000,183,912,20.07,183,100
204220,423602,2001,228,684,33.33,228,100
204220,423602,2002,366,684,53.51,366,100
204220,423602,2003,29,684,4.24,29,100
204220,423602,2004,61,684,8.92,61,100
204230,423601,1012,113,617,18.31,113,100
204230,423601,1013,105,617,17.02,105,100
204230,423601,2000,51,617,8.27,51,100
204230,423601,2001,89,617,14.42,89,100
204230,423601,2002,99,617,16.05,99,100
204230,423601,2003,106,617,17.18,106,100
204230,423601,2004,54,617,8.75,54,100
204240,423601,1002,81,600,13.5,81,100
204240,423602,3001,189,600,31.5,189,100
204240,423602,3002,196,600,32.67,196,100
204240,423602,3003,134,600,22.33,134,100
204300,423601,1003,36,798,4.51,36,100
204300,423601,1004,90,798,11.28,90,100
204300,423601,1007,77,798,9.65,77,100
204300,423601,2009,107,798,13.41,107,100
204300,423601,2010,79,798,9.9,79,100
204300,423602,3005,66,798,8.27,66,100
204300,423602,3006,23,798,2.88,78,29.49
204300,423602,3008,207,798,25.94,207,100
204300,423602,3011,113,798,14.16,113,100
204310,423500,3000,95,838,11.34,122,77.87
204310,423500,3015,41,838,4.89,41,100
204310,423500,3016,81,838,9.67,81,100
204310,423500,3017,113,838,13.48,113,100
204310,423601,1005,140,838,16.71,140,100
204310,423601,1006,92,838,10.98,92,100
204310,423601,2011,92,838,10.98,92,100
204310,423601,2012,10,838,1.19,10,100
204310,423601,2013,78,838,9.31,78,100
204310,423601,2014,96,838,11.46,96,100
204510,423500,1000,79,849,9.31,79,100
204510,423500,1001,1,849,0.12,1,100
204510,423500,1003,63,849,7.42,63,100
204510,423500,1004,1,849,0.12,1,100
204510,423602,1003,234,849,27.56,234,100
204510,423602,1004,190,849,22.38,190,100
204510,423602,3009,159,849,18.73,159,100
204510,423602,3010,122,849,14.37,122,100
204600,423602,1001,159,766,20.76,159,100
204600,423602,1002,229,766,29.9,229,100
204600,423602,1005,238,766,31.07,238,100
204600,423602,1006,61,766,7.96,61,100
204600,423602,1007,24,766,3.13,24,100
204600,423602,3006,55,766,7.18,78,70.51
204900,422800,1009,195,694,28.1,195,100
204900,422800,2002,109,694,15.71,109,100
204900,422800,2003,1,694,0.14,1,100
204900,422800,3007,83,694,11.96,83,100
204900,422800,3011,306,694,44.09,306,100
204910,422800,2001,550,850,64.71,550,100
204910,422800,3004,7,850,0.82,7,100
204910,422800,3005,94,850,11.06,94,100
204910,422800,3006,199,850,23.41,199,100
205000,421200,1001,86,676,12.72,86,100
205000,421200,1002,46,676,6.8,46,100
205000,421200,1003,23,676,3.4,23,100
205000,421200,1004,71,676,10.5,71,100
205000,421200,1005,59,676,8.73,59,100
205000,421200,1006,38,676,5.62,38,100
205000,421200,1007,30,676,4.44,30,100
205000,421200,1008,52,676,7.69,52,100
205000,421200,1009,48,676,7.1,87,55.17
205000,421200,1010,31,676,4.59,31,100
205000,421200,4000,36,676,5.33,36,100
205000,421200,4001,19,676,2.81,143,13.29
205000,421200,4005,11,676,1.63,11,100
205000,421200,4006,2,676,0.3,2,100
205000,421200,4007,22,676,3.25,59,37.29
205000,421200,4008,9,676,1.33,9,100
205000,421200,4009,23,676,3.4,23,100
205000,421200,4010,19,676,2.81,19,100
205000,421200,4011,51,676,7.54,51,100
205100,421200,1009,39,768,5.08,87,44.83
205100,421200,1011,64,768,8.33,64,100
205100,421200,2000,42,768,5.47,42,100
205100,421200,2001,28,768,3.65,28,100
205100,421200,2002,103,768,13.41,103,100
205100,421200,2003,74,768,9.64,93,79.57
205100,421200,2004,10,768,1.3,10,100
205100,421200,2005,44,768,5.73,44,100
205100,421200,2006,8,768,1.04,8,100
205100,421200,2007,55,768,7.16,68,80.88
205100,421200,2008,10,768,1.3,89,11.24
205100,421200,3000,44,768,5.73,84,52.38
205100,421200,3004,16,768,2.08,16,100
205100,421200,4007,37,768,4.82,59,62.71
205100,421200,4013,138,768,17.97,138,100
205100,421200,4014,42,768,5.47,57,73.68
205100,421200,4015,14,768,1.82,24,58.33
205200,421200,3000,40,817,4.9,84,47.62
205200,421200,3001,14,817,1.71,14,100
205200,421200,3002,21,817,2.57,21,100
205200,421200,3003,11,817,1.35,11,100
205200,421200,3005,76,817,9.3,76,100
205200,421200,3006,61,817,7.47,61,100
205200,421200,3007,47,817,5.75,47,100
205200,421200,3008,54,817,6.61,54,100
205200,421200,3009,73,817,8.94,73,100
205200,421200,3010,55,817,6.73,55,100
205200,421200,3011,42,817,5.14,42,100
205200,421200,3012,50,817,6.12,50,100
205200,421200,3013,27,817,3.3,27,100
205200,421200,3014,30,817,3.67,30,100
205200,421200,4001,72,817,8.81,143,50.35
205200,421200,4002,2,817,0.24,2,100
205200,421200,4003,16,817,1.96,16,100
205200,421200,4004,20,817,2.45,20,100
205200,421200,4014,15,817,1.84,57,26.32
205200,421200,4015,10,817,1.22,24,41.67
205200,421200,4016,81,817,9.91,81,100
205500,421200,4001,12,778,1.54,143,8.39
205500,421300,1000,36,778,4.63,36,100
205500,421300,1001,36,778,4.63,36,100
205500,421300,1002,66,778,8.48,66,100
205500,421300,1003,44,778,5.66,64,68.75
205500,421300,1009,50,778,6.43,50,100
205500,421300,1010,18,778,2.31,18,100
205500,421300,1011,18,778,2.31,18,100
205500,421300,1012,61,778,7.84,61,100
205500,421300,1013,66,778,8.48,66,100
205500,421300,1014,45,778,5.78,45,100
205500,421300,1015,39,778,5.01,39,100
205500,421300,1016,30,778,3.86,75,40
205500,421300,1022,4,778,0.51,4,100
205500,421300,1023,4,778,0.51,4,100
205500,421300,1024,49,778,6.3,49,100
205500,421300,2000,44,778,5.66,63,69.84
205500,421300,2005,18,778,2.31,46,39.13
205500,421300,2007,9,778,1.16,32,28.12
205500,421300,2008,59,778,7.58,59,100
205500,421300,2009,33,778,4.24,33,100
205500,421300,2011,10,778,1.29,40,25
205500,421300,2012,27,778,3.47,50,54
205600,421200,2012,6,1164,0.52,105,5.71
205600,421200,4001,40,1164,3.44,143,27.97
205600,421300,1003,20,1164,1.72,64,31.25
205600,421300,1004,6,1164,0.52,6,100
205600,421300,1005,19,1164,1.63,19,100
205600,421300,1006,62,1164,5.33,62,100
205600,421300,1007,13,1164,1.12,13,100
205600,421300,1008,28,1164,2.41,28,100
205600,421300,1016,45,1164,3.87,75,60
205600,421300,1017,44,1164,3.78,44,100
205600,421300,1018,46,1164,3.95,46,100
205600,421300,1019,26,1164,2.23,26,100
205600,421300,1020,27,1164,2.32,27,100
205600,421300,1021,7,1164,0.6,7,100
205600,421300,1025,56,1164,4.81,56,100
205600,421300,1026,51,1164,4.38,51,100
205600,421300,1027,7,1164,0.6,7,100
205600,421300,2000,19,1164,1.63,63,30.16
205600,421300,2001,46,1164,3.95,46,100
205600,421300,2002,33,1164,2.84,33,100
205600,421300,2003,26,1164,2.23,26,100
205600,421300,2004,63,1164,5.41,63,100
205600,421300,2005,28,1164,2.41,46,60.87
205600,421300,2006,27,1164,2.32,27,100
205600,421300,2007,23,1164,1.98,32,71.88
205600,421300,2010,31,1164,2.66,31,100
205600,421300,2011,30,1164,2.58,40,75
205600,421300,2012,23,1164,1.98,50,46
205600,421300,2013,70,1164,6.01,70,100
205600,421300,2014,2,1164,0.17,2,100
205600,421300,2015,76,1164,6.53,76,100
205600,421300,2016,85,1164,7.3,85,100
205600,421300,2017,43,1164,3.69,43,100
205600,421300,2018,36,1164,3.09,36,100
205700,421200,2003,19,837,2.27,93,20.43
205700,421200,2007,13,837,1.55,68,19.12
205700,421200,2008,79,837,9.44,89,88.76
205700,421200,2010,16,837,1.91,16,100
205700,421200,2011,79,837,9.44,79,100
205700,421200,2012,99,837,11.83,105,94.29
205700,421200,2016,8,837,0.96,8,100
205700,421200,2017,35,837,4.18,35,100
205700,421200,2018,58,837,6.93,58,100
205700,421200,2019,35,837,4.18,35,100
205700,421200,2020,23,837,2.75,23,100
205700,421200,2021,22,837,2.63,22,100
205700,421200,2022,24,837,2.87,24,100
205700,421200,2023,45,837,5.38,45,100
205700,421200,2024,71,837,8.48,71,100
205700,421200,2025,107,837,12.78,107,100
205700,421200,2030,73,837,8.72,73,100
205700,421200,2031,5,837,0.6,5,100
205700,421200,2033,16,837,1.91,16,100
205700,421200,2034,7,837,0.84,7,100
