"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"NULL","0","0","10","NULL","NULL","10","100"
"200100","421100","1000","11","751","1.464713715","11","100"
"200100","421100","1001","73","751","9.720372836","73","100"
"200100","421100","1002","47","751","6.258322237","56","83.928571428"
"200100","421100","1003","17","751","2.263648468","82","20.731707317"
"200100","421100","1007","48","751","6.391478029","56","85.714285714"
"200100","421100","1008","43","751","5.725699067","43","100"
"200100","421100","1009","94","751","12.516644474","94","100"
"200100","421100","1010","112","751","14.913448735","119","94.117647058"
"200100","421100","1011","98","751","13.049267643","98","100"
"200100","421100","1012","1","751","0.133155792","1","100"
"200100","421100","1013","18","751","2.39680426","18","100"
"200100","421100","2004","40","751","5.326231691","114","35.087719298"
"200100","421100","2007","120","751","15.978695073","120","100"
"200100","421100","2015","14","751","1.864181091","91","15.384615384"
"200100","421100","2019","15","751","1.997336884","38","39.47368421"
"200200","421500","1000","72","706","10.198300283","213","33.802816901"
"200200","421500","1004","34","706","4.815864022","65","52.307692307"
"200200","421500","1005","65","706","9.206798866","65","100"
"200200","421500","1006","14","706","1.983002832","14","100"
"200200","421500","1007","68","706","9.631728045","68","100"
"200200","421500","1008","63","706","8.923512747","63","100"
"200200","421500","1009","21","706","2.974504249","21","100"
"200200","421500","1012","19","706","2.69121813","19","100"
"200200","421500","1013","12","706","1.699716713","12","100"
"200200","421500","1016","58","706","8.21529745","58","100"
"200200","421500","1017","52","706","7.365439093","52","100"
"200200","421500","1018","18","706","2.54957507","34","52.94117647"
"200200","421500","1024","12","706","1.699716713","12","100"
"200200","421500","1025","59","706","8.356940509","81","72.839506172"
"200200","421500","2013","23","706","3.257790368","107","21.495327102"
"200200","421600","1000","54","706","7.648725212","217","24.884792626"
"200200","421600","1002","62","706","8.781869688","131","47.328244274"
"200300","421600","1000","163","569","28.646748681","217","75.115207373"
"200300","421600","1001","112","569","19.683655536","112","100"
"200300","421600","1002","2","569","0.351493848","131","1.526717557"
"200300","421600","1003","55","569","9.666080843","102","53.921568627"
"200300","421600","1004","38","569","6.678383128","38","100"
"200300","421600","1005","50","569","8.787346221","50","100"
"200300","421600","1006","61","569","10.72056239","61","100"
"200300","421600","1008","36","569","6.326889279","36","100"
"200300","421600","1010","14","569","2.460456942","14","100"
"200300","421600","2010","38","569","6.678383128","77","49.35064935"
"200600","421500","1025","11","633","1.737756714","81","13.580246913"
"200600","421600","1002","67","633","10.584518167","131","51.145038167"
"200600","421600","1003","47","633","7.424960505","102","46.078431372"
"200600","421600","2000","36","633","5.687203791","45","80"
"200600","421600","2001","88","633","13.902053712","88","100"
"200600","421600","2002","24","633","3.791469194","172","13.953488372"
"200600","421600","2003","18","633","2.843601895","30","60"
"200600","421600","2005","39","633","6.16113744","98","39.795918367"
"200600","421600","2006","46","633","7.266982622","46","100"
"200600","421600","2007","55","633","8.68878357","55","100"
"200600","421600","2008","42","633","6.63507109","42","100"
"200600","421600","2009","88","633","13.902053712","136","64.705882352"
"200600","421600","2010","39","633","6.16113744","77","50.649350649"
"200600","422500","2000","33","633","5.213270142","165","20"
"200700","421500","1025","11","663","1.659125188","81","13.580246913"
"200700","421500","2000","3","663","0.452488687","33","9.09090909"
"200700","421500","2001","31","663","4.67571644","31","100"
"200700","421500","2002","14","663","2.111613876","64","21.875"
"200700","421500","2003","63","663","9.502262443","63","100"
"200700","421500","2004","32","663","4.826546003","32","100"
"200700","421500","2005","13","663","1.960784313","53","24.528301886"
"200700","421500","2009","46","663","6.938159879","93","49.462365591"
"200700","421500","2010","30","663","4.524886877","30","100"
"200700","421500","2011","12","663","1.809954751","31","38.709677419"
"200700","421500","2013","57","663","8.597285067","107","53.271028037"
"200700","421500","2014","30","663","4.524886877","30","100"
"200700","421500","2015","53","663","7.993966817","59","89.830508474"
"200700","421500","2018","72","663","10.859728506","88","81.818181818"
"200700","421500","2019","15","663","2.262443438","29","51.724137931"
"200700","421500","3000","31","663","4.67571644","31","100"
"200700","421500","3001","3","663","0.452488687","3","100"
"200700","421500","3002","58","663","8.74811463","58","100"
"200700","421500","3003","28","663","4.223227752","69","40.579710144"
"200700","421500","3004","19","663","2.865761689","38","50"
"200700","421500","3005","12","663","1.809954751","18","66.666666666"
"200700","421500","3022","30","663","4.524886877","39","76.923076923"
"200800","421500","1000","141","642","21.962616822","213","66.197183098"
"200800","421500","1001","16","642","2.492211838","16","100"
"200800","421500","1002","4","642","0.623052959","4","100"
"200800","421500","1003","20","642","3.115264797","20","100"
"200800","421500","1004","31","642","4.828660436","65","47.692307692"
"200800","421500","1014","9","642","1.401869158","9","100"
"200800","421500","1015","6","642","0.934579439","6","100"
"200800","421500","1018","16","642","2.492211838","34","47.058823529"
"200800","421500","1019","38","642","5.919003115","38","100"
"200800","421500","1020","88","642","13.707165109","88","100"
"200800","421500","1021","3","642","0.467289719","3","100"
"200800","421500","1022","63","642","9.813084112","63","100"
"200800","421500","1023","16","642","2.492211838","16","100"
"200800","421500","1026","32","642","4.984423676","32","100"
"200800","421500","2000","30","642","4.672897196","33","90.909090909"
"200800","421500","2002","50","642","7.788161993","64","78.125"
"200800","421500","2011","19","642","2.959501557","31","61.29032258"
"200800","421500","2012","33","642","5.140186915","33","100"
"200800","421500","2013","27","642","4.205607476","107","25.233644859"
"201000","421100","1002","9","642","1.401869158","56","16.071428571"
"201000","421100","1003","65","642","10.124610591","82","79.268292682"
"201000","421100","1004","32","642","4.984423676","32","100"
"201000","421100","1005","11","642","1.713395638","11","100"
"201000","421100","1006","8","642","1.246105919","8","100"
"201000","421100","1007","8","642","1.246105919","56","14.285714285"
"201000","421100","1010","7","642","1.090342679","119","5.882352941"
"201000","421100","2000","22","642","3.426791277","22","100"
"201000","421100","2001","49","642","7.632398753","49","100"
"201000","421100","2002","52","642","8.099688473","52","100"
"201000","421100","2003","29","642","4.517133956","29","100"
"201000","421100","2004","74","642","11.52647975","114","64.912280701"
"201000","421100","2005","52","642","8.099688473","52","100"
"201000","421100","2006","117","642","18.224299065","117","100"
"201000","421100","2008","31","642","4.828660436","35","88.571428571"
"201000","421100","2009","44","642","6.853582554","44","100"
"201000","421100","2013","12","642","1.869158878","65","18.461538461"
"201000","421100","2014","8","642","1.246105919","39","20.512820512"
"201000","421100","2015","12","642","1.869158878","91","13.186813186"
"201100","421100","2008","4","666","0.6006006","35","11.428571428"
"201100","421100","2010","20","666","3.003003003","20","100"
"201100","421100","2011","20","666","3.003003003","20","100"
