"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"NULL","0","0","1","NULL","NULL","1","100"
"200100","421100","1000","9","731","1.23119015","9","100"
"200100","421100","1001","71","731","9.712722298","71","100"
"200100","421100","1002","45","731","6.155950752","52","86.538461538"
"200100","421100","1003","20","731","2.735978112","83","24.096385542"
"200100","421100","1007","49","731","6.703146374","55","89.09090909"
"200100","421100","1008","44","731","6.019151846","44","100"
"200100","421100","1009","86","731","11.764705882","86","100"
"200100","421100","1010","109","731","14.911080711","115","94.782608695"
"200100","421100","1011","88","731","12.038303693","88","100"
"200100","421100","1012","2","731","0.273597811","2","100"
"200100","421100","1013","16","731","2.188782489","16","100"
"200100","421100","2004","43","731","5.882352941","110","39.09090909"
"200100","421100","2007","121","731","16.552667578","121","100"
"200100","421100","2015","13","731","1.778385772","90","14.444444444"
"200100","421100","2019","15","731","2.051983584","33","45.454545454"
"200200","421500","1000","76","701","10.841654778","210","36.19047619"
"200200","421500","1004","33","701","4.707560627","62","53.225806451"
"200200","421500","1005","68","701","9.70042796","68","100"
"200200","421500","1006","11","701","1.569186875","11","100"
"200200","421500","1007","65","701","9.272467902","65","100"
"200200","421500","1008","70","701","9.985734664","70","100"
"200200","421500","1009","21","701","2.995720399","21","100"
"200200","421500","1012","20","701","2.853067047","20","100"
"200200","421500","1013","14","701","1.997146932","14","100"
"200200","421500","1016","60","701","8.559201141","60","100"
"200200","421500","1017","59","701","8.416547788","59","100"
"200200","421500","1018","19","701","2.710413694","35","54.285714285"
"200200","421500","1024","12","701","1.711840228","12","100"
"200200","421500","1025","49","701","6.990014265","72","68.055555555"
"200200","421500","2013","20","701","2.853067047","106","18.867924528"
"200200","421600","1000","50","701","7.132667617","216","23.148148148"
"200200","421600","1002","54","701","7.703281027","134","40.298507462"
"200300","421600","1000","166","551","30.127041742","216","76.851851851"
"200300","421600","1001","98","551","17.78584392","98","100"
"200300","421600","1002","3","551","0.544464609","134","2.23880597"
"200300","421600","1003","59","551","10.707803992","104","56.73076923"
"200300","421600","1004","33","551","5.989110707","33","100"
"200300","421600","1005","51","551","9.255898366","51","100"
