# Final piles of ballots, sorted by candidate.
# Created Tuesday, November 5, 2013 10:03 PM


# This file can be used for auditing, or for filling mid-term vacancies
# in Cambridge.  To fill a vacancy, edit the line below that says,
# "# CAMBRIDGE-VACANCY-RECOUNT candidate-code".  Remove the '#', so
# that ChoicePlusr will process the line, and replace "candidate-code"
# with the candidate code for whom the ballots are to be recounted.
# Be sure to rename the file when saving it!  E.g. to "<Your Election
# Title> Recount Input.txt".



# The following lines are the configuration lines necessary for a Cambridge
# style recount.
.COMPLY-WITH CAMBRIDGE
.ELECT 1


# The Candidates:
.CANDIDATE C01, "Benzan, Dennis A."
.CANDIDATE C02, "Carlone, Dennis J."
.CANDIDATE C03, "Cheung, Leland"
.CANDIDATE C04, "House, Janneke Ann"
.CANDIDATE C05, "Kelley, Craig A."
.CANDIDATE C06, "Lee, James"
.CANDIDATE C07, "Leslie, Logan Edward"
.CANDIDATE C08, "Maher, David P."
.CANDIDATE C09, "Mazen, Nadeem A."
.CANDIDATE C10, "McGovern, Marc C."
.CANDIDATE C11, "Mello, Gary W."
.CANDIDATE C12, "Mirza, Mushtaque A."
.CANDIDATE C13, "Moree, Gregg J."
.CANDIDATE C14, "Peden, Ronald"
.CANDIDATE C15, "Phillips, Lesley Rebecca"
.CANDIDATE C16, "Reeves, Kenneth E."
.CANDIDATE C17, "Seidel, Sam"
.CANDIDATE C18, "Simmons, E. Denise"
.CANDIDATE C19, "Smith, Jefferson R."
.CANDIDATE C20, "Toomey, Jr., Timothy J."
.CANDIDATE C21, "vanBeuzekom, Minka Y."
.CANDIDATE C22, "Vasquez, Luis"
.CANDIDATE C23, "Von Hoffmann, Kristen Lane"
.CANDIDATE C24, "Williamson, James M."
.CANDIDATE C25, "Yarden, Elie"
.CANDIDATE WI01, "Write-In 1"
.CANDIDATE WI02, "Write-In 2"
.CANDIDATE WI03, "Write-In 3"
.CANDIDATE WI04, "Write-In 4"
.CANDIDATE WI05, "Write-In 5"
.CANDIDATE WI06, "Write-In 6"
.CANDIDATE WI07, "Write-In 7"
.CANDIDATE WI08, "Write-In 8"
.CANDIDATE WI09, "Write-In 9"

# The following lines exclude those candidates who
# were elected or excluded in the original election
# from participating in a future runoff.
.EXCLUDE-CANDIDATE C01
.EXCLUDE-CANDIDATE C02
.EXCLUDE-CANDIDATE C03
.EXCLUDE-CANDIDATE C05
.EXCLUDE-CANDIDATE C08
.EXCLUDE-CANDIDATE C09
.EXCLUDE-CANDIDATE C10
.EXCLUDE-CANDIDATE C18
.EXCLUDE-CANDIDATE C20

# ******* The following line must be edited for a Cambridge recount! *******
#.CAMBRIDGE-VACANCY-RECOUNT candidate-code

# Suppose that Joe Smith resigned mid-term, and Karen Jones was elected
# to fill that seat.  But then Karen Jones also resigned!  You can rerun
# the same recount, but specify that Karen Jones is excluded.
#.EXCLUDE-CANDIDATE candidate-code

# This specifies the format for the ballots
.BALLOT-FORMAT-FIELDS BALLOT-ID-ALPHA BALLOT-VALUE RANKINGS-ALPHA

# Ballots for candidate C01 ("Benzan, Dennis A.")
# Candidate has 1,713 ballots in his/her pile.
.FINAL-PILE C01
000403-00-0005, 1) C01,C16,C18,C08
000403-00-0071, 1) C01,C03,C21,C04
000403-00-0079, 1) C01,C08,C03,C10,C16,C20
000403-00-0112, 1) C01,C03,C05,C09,C10,C17,C21
000403-00-0127, 1) C01,C03,C17,C10
000403-00-0136, 1) C01,C16,C18,C22
000403-00-0140, 1) C01,C10,C18,C21,C03,C05
000403-00-0162, 1) C01,C19,C21,C18,C17,C10,C08,C03
000403-00-0213, 1) C01,C16,C18,C03,C05,C08
000403-00-0237, 1) C01
000403-00-0243, 1) C01,C17,C22
000403-00-0269, 1) C01,C18,C21,C02,C22,C03,C25,C06,C08
000403-00-0277, 1) C01
000403-00-0297, 1) C01,C18,C16
000203-00-0074, 1) C01,C18
000203-00-0108, 1) C01,C16
000203-00-0203, 1) C01,C22,C10,C18,C20,C03,C16
000502-00-0006, 1) C01,C18,C21,C22
000502-00-0023, 1) C01,C07,C18,C10,C03,C09,C22,C11,C16
000502-00-0028, 1) C01,C20,C03
000502-00-0058, 1) C01,C02,C21,C19,C09,C04,C18,C05,C08,C16,C17,C23,C24,C03
000502-00-0078, 1) C01,C03,C10,C21,C22,C05
000502-00-0113, 1) C01,C10,C08,C19,C17,C02,C23,C03
000502-00-0140, 1) C01,C09,C04,C10
000502-00-0222, 1) C01,C05,C10,C20,C03,C09,C17
000502-00-0235, 1) C01,C02,C09,C08,C17,C18
000502-00-0238, 1) C01,C09,C02,C04,C19,C05,C18
000502-00-0273, 1) C01,C09,C10,C19,C04,C02,C08,C05
000502-00-0278, 1) C01,C21,C02,C04,C09,C10,C18,C19,C12,C17,C20,C22,C23
000502-00-0304, 1) C01
000502-00-0310, 1) C01
000502-00-0355, 1) C01,C25,C20
000502-00-0357, 1) C01,C25,C09
000502-00-0368, 1) C01,C20,C18,C05,C08
000502-00-0372, 1) C01,C10,C08,C20,C17,C23,C02
000502-00-0377, 1) C01,C10,C08,C20,C17,C23,C02
000502-00-0379, 1) C01,C16,C10,C18,C08,C20,C03,C04,C05
000502-00-0381, 1) C01,C16,C18
000502-00-0410, 1) C01,C05,C09,C18,C03,C21,C23,C04,C22
000502-00-0428, 1) C01,C07,C10,C15,C23,C22,C19,C17,C11,C12,C13,C14,C16,C20,C24,C25,C02,C04,C03,C05,C09,C08,C21,C06,C18
000502-00-0432, 1) C01,C16,C18,C10,C08
000502-00-0494, 1) C01,C09,C18,C03,C14,C16
000502-00-0502, 1) C01
000502-00-0523, 1) C01,C16,C18
000502-00-0546, 1) C01,C18,C16,C09,C08,C03,C20,C05,C21,C22,C10,C06
000502-00-0602, 1) C01,C21,C10
000502-00-0658, 1) C01,C18,C10,C05,C21
000502-00-0659, 1) C01,C08,C16,C18,C05
000502-00-0701, 1) C01,C02,C03,C10,C17,C19,C21,C20
000502-00-0715, 1) C01,C03,C21
000502-00-0748, 1) C01,C02,C03,C10,C09,C05,C22
000502-00-0750, 1) C01,C16,C18,C14,C10,C19,C09,C13,C20,C22,C23,C24,C25
000502-00-0776, 1) C01,C22
000502-00-0800, 1) C01,C18,C16,C20,C03,C14
000502-00-0845, 1) C01,C16,C18,C10
