Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,2248,2.5031138790035588,2.0
"JACK L VALENCIA, JR",373,2.557640750670241,2
JASON D ESTRADA,122,2.8934426229508197,4.0
PHILIP A VANVEEN,783,2.5440613026819925,2
TESSA ABEYTA STUVE,970,2.4,2.0
