candidate,r1_percent,r1_count,r1_transfer
CARY KENNETH STOCKWELL,23.758,598.0,
LINDA CARTER,59.317,1493.0,
SCOTT PINKHAM,16.925,426.0,
BRIAN V. HULET,0.0,0.0,
DOUG WELTON,0.0,0.0,
exhaust,0.0,0.0,
colsum,100.0,2517.0,
