candidate,r1_active_percent,r1_count,r1_transfer
BARBARA PARKER,68.426,90055.0,
JANE BRUNNER,30.764,40488.0,
writeIns,0.81,1066.0,
exhaust,0.0,243.0,
colsum,100.0,131852.0,
