candidate,r1_percent,r1_count,r1_transfer
WILLIAM ''BO'' GHIRARDELLI,23.937,2803.0,
AIMEE ENG,76.063,8907.0,
exhaust,0.0,0.0,
colsum,100.0,11710.0,
