candidate,r1_active_percent,r1_count,r1_transfer
Kale Severson,56.962,5089.0,
writeIns,0.75,67.0,
Mike Talley Tate,42.288,3778.0,
exhaust,0.0,1.0,
colsum,100.0,8935.0,
