candidate,r1_percent,r1_count,r1_transfer
writeIns,0.821,156.0,
GARY D. YEE,68.658,13043.0,
BENJAMIN VISNICK,30.521,5798.0,
exhaust,0.0,0.0,
colsum,100.0,18997.0,
