candidate,r1_percent,r1_count,r1_transfer
writeIns,0.598,31.0,
MAX ANDERSON,60.355,3130.0,
DMITRI BELSER,39.047,2025.0,
exhaust,0.0,0.0,
colsum,100.0,5186.0,
