candidate,r1_active_percent,r1_count,r1_transfer
MATT HANEY,56.407,14288.0,
CHRISTINE JOHNSON,24.741,6267.0,
SONJA TRAUSS,18.851,4775.0,
exhaust,0.0,75.0,
colsum,99.999,25405.0,
