candidate,r1_active_percent,r1_count,r1_transfer
ALLEN SCHOENFELD,13.583,1928.0,
VICTOR AGUILAR,32.373,4595.0,
LEE THOMAS,54.044,7671.0,
exhaust,0.0,28.0,
colsum,100.0,14222.0,
