candidate,r1_percent,r1_count,r1_transfer
SUSAN WENGRAF,93.709,5601.0,
PHOEBE SORGEN,4.885,292.0,
writeIns,1.405,84.0,
exhaust,0.0,0.0,
colsum,99.99900000000001,5977.0,
