candidate,r1_active_percent,r1_count,r1_transfer
Bevan Dufty,65.975,20924.0,
writeIns,0.009,3.0,
Starchild,4.846,1537.0,
Alix Amelia Rosenthal,29.169,9251.0,
exhaust,0.0,43.0,
colsum,99.999,31758.0,
