candidate,r1_active_percent,r1_count,r1_transfer
JAMES HARRIS,56.614,7986.0,
writeIns,1.092,154.0,
ALICE A. SPEARMAN,42.294,5966.0,
exhaust,0.0,35.0,
colsum,100.0,14141.0,
