candidate,r1_percent,r1_count,r1_transfer
VLADISLAV S. DAVIDZON,7.961,4008.0,-4008
JENNY WONG,92.039,46337.0,2503
exhaust,0.0,0.0,1505
colsum,100.0,50345.0,0
