candidate,r1_active_percent,r1_count,r1_transfer
James Boris Perez,2.344,583.0,
Steve Zeltzer,3.241,806.0,
writeIns,0.068,17.0,
Lucrecia Bermudez,4.13,1027.0,
Tom Ammiano,50.635,12592.0,
Miguel Bustos,17.476,4346.0,
Renee Saucedo,22.105,5497.0,
exhaust,0.0,172.0,
colsum,99.99900000000001,25040.0,
