candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer
SHEREDA F. NOSAKHARE,30.048,3354.0,37,30.437,3391.0,313,33.963,3704.0,1242,47.668,4946.0,-4946
VICENTE CRUZ,0.735,82.0,-82,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
MICHAEL V. JOHNSON,17.407,1943.0,1,17.449,1944.0,299,20.567,2243.0,-2243,0.0,0.0,0
JAMES MOORE,9.058,1011.0,2,9.093,1013.0,-1013,0.0,0.0,0,0.0,0.0,0
DESLEY BROOKS,42.752,4772.0,21,43.021,4793.0,166,45.47,4959.0,471,52.332,5430.0,1296
exhaust,0.0,0.0,21,0.0,21.0,235,0.0,256.0,530,0.0,786.0,3650
colsum,100.0,11162.0,0,100.0,11162.0,0,100.0,11162.0,0,100.0,11162.0,0
