candidate,r1_percent,r1_count,r1_transfer
David Holsinger,4.938,390.0,
Terry White,12.775,1009.0,
April Kane,9.066,716.0,
writeIns,0.215,17.0,
Andrea Jenkins,73.006,5766.0,
exhaust,0.0,0.0,
colsum,100.0,7898.0,
