candidate,r1_active_percent,r1_count,r1_transfer
Michela Alioto-pier,79.9,16707.0,
Vilma Guinto Peoro,16.676,3487.0,
writeIns,3.424,716.0,
exhaust,0.0,28.0,
colsum,100.00000000000001,20938.0,
