candidate,r1_active_percent,r1_count,r1_transfer
JOSH NEIMAN,34.755,4775.0,
writeIns,0.444,61.0,
BRAD BOURN,64.801,8903.0,
exhaust,0.0,2.0,
colsum,100.0,13741.0,
