candidate,r1_percent,r1_count,r1_transfer
writeIns,0.154,14.0,-14
Joe Kovacs,6.623,602.0,1
Lisa Goodman,52.266,4751.0,3
Janne Flisrand,31.177,2834.0,2
Teqen Zéa-Aida,9.78,889.0,0
exhaust,0.0,0.0,8
colsum,100.0,9090.0,0
