candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer
Anthony Faber,0.009,18.0,-18.0,0.0,0.0,0.0,0.0,0.0,
Gerardo Sandoval,36.065,71850.0,4.0,36.068,71854.0,7407.0,41.867,79261.0,
Phil Ting,47.214,94062.0,2.0,47.216,94064.0,15989.0,58.133,110053.0,
Ronald Chun,16.712,33294.0,8.0,16.716,33302.0,-33302.0,0.0,0.0,
exhaust,0.0,0.0,4.0,0.0,4.0,9906.0,0.0,9910.0,
colsum,100.0,199224.0,0.0,100.0,199224.0,0.0,100.0,199224.0,
