candidate,r1_active_percent,r1_count,r1_transfer
MARCIE HODGE,25.084,3947.0,
LARRY E. REID,53.791,8464.0,
NEHANDA IMARA,21.125,3324.0,
exhaust,0.0,63.0,
colsum,100.0,15798.0,
