candidate,r1_active_percent,r1_count,r1_transfer
JENNIFER S. PAE,33.771,4604.0,
PATRICIA KERNIGHAN,65.679,8954.0,
writeIns,0.55,75.0,
exhaust,0.0,11.0,
colsum,100.0,13644.0,
