candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer
Ginger Jentzen,34.372,3297.0,1.0,34.458,3298.0,300.0,38.135,3598.0,246.0,44.159,3844.0,
Steve Fletcher,28.242,2709.0,1.0,28.315,2710.0,393.0,32.888,3103.0,1758.0,55.841,4861.0,
Samantha Pree-Stinson,10.498,1007.0,0.0,10.521,1007.0,-1007.0,0.0,0.0,0.0,0.0,0.0,
writeIns,0.281,27.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tim Bildsoe,26.606,2552.0,4.0,26.706,2556.0,178.0,28.977,2734.0,-2734.0,0.0,0.0,
exhaust,0.0,0.0,21.0,0.0,21.0,136.0,0.0,157.0,730.0,0.0,887.0,
colsum,99.99900000000002,9592.0,0.0,100.0,9592.0,0.0,100.0,9592.0,0.0,100.0,9592.0,
