candidate,r1_percent,r1_count,r1_transfer
CECILIA ''CES'' ROSALES,34.437,967.0,
RIGEL ROBINSON,56.517,1587.0,
AIDAN HILL,9.046,254.0,
exhaust,0.0,0.0,
colsum,100.0,2808.0,
