candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer
DESLEY BROOKS,24.819,4429.0,148.0,26.154,4577.0,237.0,28.083,4814.0,669.0,35.741,5483.0,
MYA WHITAKER,14.01,2500.0,383.0,16.474,2883.0,1025.0,22.798,3908.0,-3908.0,0.0,0.0,
MARLO RODRIGUEZ,8.916,1591.0,-1591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NATASHA MIDDLETON,12.143,2167.0,334.0,14.291,2501.0,-2501.0,0.0,0.0,0.0,0.0,0.0,
LOREN TAYLOR,40.112,7158.0,381.0,43.08,7539.0,881.0,49.119,8420.0,1438.0,64.259,9858.0,
exhaust,0.0,136.0,345.0,0.0,481.0,358.0,0.0,839.0,1801.0,0.0,2640.0,
colsum,100.0,17981.0,0.0,99.999,17981.0,0.0,100.0,17981.0,0.0,100.0,17981.0,
