candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer
ED DONALDSON,5.251,809.0,-809,0.0,0.0,0.0,0.0,0.0,0.0
SHAWN M. RICHARD,6.459,995.0,160,7.604,1155.0,-1155,0.0,0.0,0.0
MALIA COHEN,46.579,7176.0,161,48.305,7337.0,382,51.719,7719.0,1151
TONY KELLY,24.023,3701.0,209,25.742,3910.0,349,28.536,4259.0,712
MARLENE TRAN,17.688,2725.0,62,18.349,2787.0,160,19.745,2947.0,-2947
exhaust,0.0,0.0,217,0.0,217.0,264,0.0,481.0,1084
colsum,100.0,15406.0,0,100.0,15406.0,0.0,100.0,15406.0,0.0
