candidate,r1_active_percent,r1_count,r1_transfer
WILMA PANG,3.954,660.0,
JULIE CHRISTENSEN,43.531,7267.0,
AARON PESKIN,52.516,8767.0,
exhaust,0.0,41.0,
colsum,100.001,16735.0,
