candidate,r1_percent,r1_count,r1_transfer
CORINA LOPEZ,53.841,7906.0,1425
MIA OUSLEY,22.419,3292.0,-3292
LEAH HALL,23.74,3486.0,1077
exhaust,0.0,0.0,790
colsum,100.0,14684.0,0
