candidate,r1_active_percent,r1_count,r1_transfer
LYNETTE GIBSON MCELHANEY,56.534,13147.0,
NONI D. SESSION,43.466,10108.0,
exhaust,0.0,56.0,
colsum,100.0,23311.0,
