candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer
writeIns,0.303,56.0,-56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bob Fine,40.518,7491.0,4,40.639,7495.0,146,41.862,7641.0,830,49.09,8471.0,
Jennifer Zielinski,12.294,2273.0,1,12.33,2274.0,142,13.236,2416.0,-2416,0.0,0.0,
Brad Bourn,43.726,8084.0,4,43.854,8088.0,108,44.902,8196.0,589,50.91,8785.0,
"Robert M Schlosser ""Bob""",3.159,584.0,2,3.177,586.0,-586,0.0,0.0,0,0.0,0.0,
exhaust,0.0,0.0,45,0.0,45.0,190,0.0,235.0,997,0.0,1232.0,
colsum,100.0,18488.0,0,100.00000000000001,18488.0,0.0,100.0,18488.0,0.0,100.0,18488.0,
