candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer
ED DONALDSON,5.251,809.0,-809.0,0.0,0.0,0.0,0.0,0.0,
TONY KELLY,24.023,3701.0,209.0,25.742,3910.0,349.0,28.536,4259.0,
MALIA COHEN,46.579,7176.0,161.0,48.305,7337.0,382.0,51.719,7719.0,
MARLENE TRAN,17.688,2725.0,62.0,18.349,2787.0,160.0,19.745,2947.0,
SHAWN M. RICHARD,6.459,995.0,160.0,7.604,1155.0,-1155.0,0.0,0.0,
exhaust,0.0,111.0,217.0,0.0,328.0,264.0,0.0,592.0,
colsum,100.00000000000001,15517.0,0.0,100.0,15517.0,0.0,100.0,15517.0,
