candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer
KIM ALVARENGA,34.161,8670.0,291.0,35.541,8961.0,795.0,39.477,9756.0,1053.0,49.063,10809.0,
FRANCISCO HERRERA,10.315,2618.0,440.0,12.129,3058.0,-3058.0,0.0,0.0,0.0,0.0,0.0,
AHSHA SAFAI,37.297,9466.0,231.0,38.46,9697.0,555.0,41.484,10252.0,970.0,50.937,11222.0,
BERTA HERNANDEZ,6.332,1607.0,-1607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAGDALENA DE GUZMAN,11.895,3019.0,478.0,13.87,3497.0,1208.0,19.039,4705.0,-4705.0,0.0,0.0,
exhaust,0.0,173.0,167.0,0.0,340.0,500.0,0.0,840.0,2682.0,0.0,3522.0,
colsum,99.99999999999999,25553.0,0.0,100.0,25553.0,0.0,100.0,25553.0,0.0,100.0,25553.0,
