candidate,r1_percent,r1_count,r1_transfer
writeIns,0.875,53.0,
JON OLSON,67.228,4070.0,
DAVID LUCE,31.896,1931.0,
exhaust,0.0,0.0,
colsum,99.999,6054.0,
