candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer,r5_active_percent,r5_count,r5_transfer,r6_active_percent,r6_count,r6_transfer
VILMA B. GUINTO PEORO,0.664,160.0,2.0,0.673,162.0,-162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MARK FARRELL,40.259,9700.0,1.0,40.282,9701.0,31.0,40.477,9732.0,188.0,41.454,9920.0,624.0,44.947,10544.0,882.0,50.571,11426.0,
BARBARA BERWICK,2.229,537.0,0.0,2.23,537.0,31.0,2.362,568.0,-568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JANET REILLY,41.081,9898.0,1.0,41.104,9899.0,29.0,41.293,9928.0,102.0,41.914,10030.0,415.0,44.524,10445.0,723.0,49.429,11168.0,
writeIns,0.075,18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ABRAHAM SIMMONS,8.608,2074.0,1.0,8.616,2075.0,16.0,8.697,2091.0,74.0,9.047,2165.0,305.0,10.529,2470.0,-2470.0,0.0,0.0,
KAT ANDERSON,7.085,1707.0,2.0,7.096,1709.0,15.0,7.17,1724.0,91.0,7.585,1815.0,-1815.0,0.0,0.0,0.0,0.0,0.0,
exhaust,0.0,86.0,11.0,0.0,97.0,40.0,0.0,137.0,113.0,0.0,250.0,471.0,0.0,721.0,865.0,0.0,1586.0,
colsum,100.001,24180.0,0.0,100.00099999999999,24180.0,0.0,99.99900000000001,24180.0,0.0,99.99999999999999,24180.0,0.0,100.0,24180.0,0.0,100.0,24180.0,
