candidate,r1_percent,r1_count,r1_transfer
JEFF SHEEHY,38.089,12669.0,206
RAFAEL MANDELMAN,60.117,19996.0,271
LAWRENCE ''STARK'' DAGESSE,1.795,597.0,-597
exhaust,0.0,0.0,120
colsum,100.00099999999999,33262.0,0
