candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer,r5_active_percent,r5_count,r5_transfer,r6_active_percent,r6_count,r6_transfer
Doug Chan,16.332,3236.0,0.0,16.334,3236.0,49.0,16.607,3285.0,129.0,17.609,3414.0,-3414.0,0.0,0.0,0.0,0.0,0.0,
David Ferguson,7.343,1455.0,0.0,7.344,1455.0,35.0,7.532,1490.0,-1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ed Jew,26.163,5184.0,0.0,26.166,5184.0,61.0,26.515,5245.0,196.0,28.064,5441.0,1014.0,34.684,6455.0,1933.0,52.507,8388.0,
Ron Dudum,25.911,5134.0,0.0,25.914,5134.0,18.0,26.045,5152.0,369.0,28.476,5521.0,784.0,33.878,6305.0,1282.0,47.493,7587.0,
Houston Zheng,1.181,234.0,0.0,1.181,234.0,-234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
writeIns,0.01,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jaynry Mak,23.059,4569.0,0.0,23.062,4569.0,40.0,23.3,4609.0,403.0,25.851,5012.0,839.0,31.438,5851.0,-5851.0,0.0,0.0,
exhaust,0.0,201.0,2.0,0.0,203.0,31.0,0.0,234.0,393.0,0.0,627.0,777.0,0.0,1404.0,2636.0,0.0,4040.0,
colsum,99.999,20015.0,0.0,100.001,20015.0,0.0,99.999,20015.0,0.0,100.0,20015.0,0.0,100.0,20015.0,0.0,100.0,20015.0,
