candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer,r5_active_percent,r5_count,r5_transfer,r6_active_percent,r6_count,r6_transfer
Dale Washam,25.024,65676.0,30.0,25.123,65706.0,2631.0,26.591,68337.0,3661.0,28.941,71998.0,10492.0,36.444,82490.0,15876.0,51.927,98366.0,
Barbara Gelman,19.003,49874.0,23.0,19.079,49897.0,2234.0,20.285,52131.0,7876.0,24.121,60007.0,13640.0,32.537,73647.0,17420.0,48.073,91067.0,
Terry Lee,19.157,50278.0,31.0,19.236,50309.0,3387.0,20.894,53696.0,4827.0,23.524,58523.0,11686.0,31.018,70209.0,-70209.0,0.0,0.0,
writeIns,0.4,1051.0,-1051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jan Shabro,19.06,50023.0,13.0,19.132,50036.0,3544.0,20.849,53580.0,4667.0,23.414,58247.0,-58247.0,0.0,0.0,0.0,0.0,0.0,
Beverly Davidson,10.417,27340.0,24.0,10.463,27364.0,1884.0,11.381,29248.0,-29248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bernardo Tuma,6.937,18205.0,16.0,6.967,18221.0,-18221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
exhaust,0.0,363.0,914.0,0.0,1277.0,4541.0,0.0,5818.0,8217.0,0.0,14035.0,22429.0,0.0,36464.0,36913.0,0.0,73377.0,
colsum,99.99799999999999,262810.0,0.0,100.0,262810.0,0.0,100.00000000000001,262810.0,0.0,100.0,262810.0,0.0,99.999,262810.0,0.0,100.0,262810.0,
