candidate,r1_active_percent,r1_count,r1_transfer
writeIns,0.351,28.0,
LAURIE CAPITELLI,54.271,4333.0,
SOPHIE HAHN,45.378,3623.0,
exhaust,0.0,5.0,
colsum,100.0,7989.0,
