candidate,r1_percent,r1_count,r1_transfer
writeIns,0.359,26.0,
Mohamud Noor,46.862,3390.0,
Abdi Warsame,50.166,3629.0,
Fadumo Yusuf,2.53,183.0,
Tiffini Forslund,0.083,6.0,
exhaust,0.0,0.0,
colsum,100.0,7234.0,
