candidate,r1_percent,r1_count,r1_transfer
COURTNEY RUBY,66.924,65335.0,199
MICHAEL KILIAN,31.842,31086.0,286
writeIns,1.233,1204.0,-1204
exhaust,0.0,0.0,719
colsum,99.99900000000001,97625.0,0
